state,year,localid,name,e1,e2,e3,e4,es,et
NY,2013,580304020000,springs union free school district,NA,NA,30,28,NA,58
NY,2014,580304020000,springs union free school district,NA,NA,37,29,NA,66
NY,2015,580304020000,springs union free school district,NA,NA,37,29,NA,66
NY,2016,580304020000,springs union free school district,NA,NA,NA,43,24,67
NY,2013,580305020000,sag harbor union free school district,NA,NA,66,NA,43,109
NY,2014,580305020000,sag harbor union free school district,NA,33,35,NA,35,103
NY,2015,580305020000,sag harbor union free school district,NA,34,35,NA,34,103
NY,2016,580305020000,sag harbor union free school district,NA,11,56,42,NA,109
NY,2013,580306020000,montauk union free school district,NA,NA,32,10,NA,42
NY,2014,580306020000,montauk union free school district,NA,NA,29,NA,8,37
NY,2015,580306020000,montauk union free school district,NA,NA,29,NA,8,37
NY,2016,580306020000,montauk union free school district,NA,NA,34,NA,5,39
NY,2013,580401020000,elwood union free school district,NA,NA,152,11,6,169
NY,2014,580401020000,elwood union free school district,NA,NA,118,NA,56,174
NY,2015,580401020000,elwood union free school district,NA,NA,118,NA,56,174
NY,2016,580401020000,elwood union free school district,NA,NA,126,52,NA,178
NY,2013,580402060000,cold spring harbor central school district,NA,NA,14,148,NA,162
NY,2014,580402060000,cold spring harbor central school district,NA,NA,8,152,NA,160
NY,2015,580402060000,cold spring harbor central school district,NA,NA,8,152,NA,160
NY,2016,580402060000,cold spring harbor central school district,NA,NA,16,142,NA,158
NY,2013,580403030000,huntington union free school district,NA,NA,187,126,16,329
NY,2014,580403030000,huntington union free school district,NA,12,156,174,NA,342
NY,2015,580403030000,huntington union free school district,NA,12,156,174,NA,342
NY,2016,580403030000,huntington union free school district,NA,NA,NA,193,156,349
NY,2013,580404030000,northport-east northport union free school district,5,32,223,274,NA,534
NY,2014,580404030000,northport-east northport union free school district,NA,NA,213,281,7,501
NY,2015,580404030000,northport-east northport union free school district,NA,NA,213,281,7,501
NY,2016,580404030000,northport-east northport union free school district,NA,NA,184,308,6,498
NY,2013,580405060000,half hollow hills central school district,NA,NA,NA,443,245,688
NY,2014,580405060000,half hollow hills central school district,NA,NA,NA,375,272,647
NY,2015,580405060000,half hollow hills central school district,NA,NA,NA,375,272,647
NY,2016,580405060000,half hollow hills central school district,NA,NA,269,366,22,657
NY,2013,580406060000,harborfields central school district,NA,NA,NA,169,73,242
NY,2014,580406060000,harborfields central school district,NA,NA,56,185,NA,241
NY,2015,580406060000,harborfields central school district,NA,NA,56,185,NA,241
NY,2013,580410030000,commack union free school district,NA,NA,60,439,NA,499
NY,2014,580410030000,commack union free school district,NA,NA,56,446,NA,502
NY,2015,580410030000,commack union free school district,NA,NA,56,446,NA,502
NY,2016,580410030000,commack union free school district,NA,NA,50,482,NA,532
NY,2013,580413030000,south huntington union free school district,NA,NA,147,284,6,437
NY,2014,580413030000,south huntington union free school district,NA,NA,NA,357,92,449
NY,2015,580413030000,south huntington union free school district,NA,NA,NA,357,92,449
NY,2016,580413030000,south huntington union free school district,NA,NA,104,360,NA,464
NY,2013,580501030000,bay shore union free school district,NA,8,157,287,NA,452
NY,2014,580501030000,bay shore union free school district,NA,NA,NA,295,144,439
NY,2015,580501030000,bay shore union free school district,NA,NA,NA,295,144,439
NY,2016,580501030000,bay shore union free school district,NA,NA,NA,288,152,440
NY,2013,580502020000,islip union free school district,NA,NA,53,198,NA,251
NY,2014,580502020000,islip union free school district,NA,NA,20,227,NA,247
NY,2015,580502020000,islip union free school district,NA,NA,20,227,NA,247
NY,2016,580502020000,islip union free school district,NA,NA,45,205,NA,250
NY,2013,580503030000,east islip union free school district,NA,NA,104,232,8,344
NY,2014,580503030000,east islip union free school district,NA,NA,12,317,NA,329
NY,2015,580503030000,east islip union free school district,NA,NA,12,317,NA,329
NY,2016,580503030000,east islip union free school district,NA,NA,NA,206,126,332
NY,2013,580504030000,sayville union free school district,NA,NA,NA,165,77,242
NY,2014,580504030000,sayville union free school district,NA,NA,124,112,NA,236
NY,2015,580504030000,sayville union free school district,NA,NA,124,112,NA,236
NY,2016,580504030000,sayville union free school district,NA,NA,119,NA,118,237
NY,2013,580505020000,bayport-blue point union free school district,NA,NA,135,100,NA,235
NY,2014,580505020000,bayport-blue point union free school district,NA,NA,92,137,NA,229
NY,2015,580505020000,bayport-blue point union free school district,NA,NA,92,137,NA,229
NY,2016,580505020000,bayport-blue point union free school district,NA,NA,121,111,NA,232
NY,2013,580506030000,hauppauge union free school district,NA,NA,NA,174,104,278
NY,2014,580506030000,hauppauge union free school district,NA,NA,100,192,NA,292
NY,2015,580506030000,hauppauge union free school district,NA,NA,100,192,NA,292
NY,2016,580506030000,hauppauge union free school district,NA,NA,110,189,NA,299
NY,2013,580507060000,connetquot central school district,NA,NA,11,143,6,160
NY,2014,580507060000,connetquot central school district,NA,NA,NA,251,218,469
NY,2015,580507060000,connetquot central school district,NA,NA,NA,251,218,469
NY,2016,580507060000,connetquot central school district,NA,NA,337,NA,186,523
NY,2013,580509030000,west islip union free school district,NA,NA,199,12,NA,211
NY,2014,580509030000,west islip union free school district,NA,NA,NA,231,131,362
NY,2015,580509030000,west islip union free school district,NA,NA,NA,231,131,362
NY,2016,580509030000,west islip union free school district,NA,NA,176,175,22,373
NY,2013,580512030000,brentwood union free school district,NA,NA,NA,620,284,904
NY,2014,580512030000,brentwood union free school district,NA,8,257,760,NA,1025
NY,2015,580512030000,brentwood union free school district,NA,8,257,760,NA,1025
NY,2016,580512030000,brentwood union free school district,NA,NA,250,831,7,1088
NY,2013,580513030000,central islip union free school district,NA,NA,114,297,6,417
NY,2014,580513030000,central islip union free school district,NA,5,216,260,NA,481
NY,2015,580513030000,central islip union free school district,NA,5,216,260,NA,481
NY,2016,580513030000,central islip union free school district,NA,NA,NA,354,105,459
NY,2013,580514020000,fire island union free school district,NA,NA,NA,NA,9,9
NY,2014,580514020000,fire island union free school district,NA,NA,NA,NA,9,9
NY,2015,580514020000,fire island union free school district,NA,NA,NA,NA,9,9
NY,2016,580514020000,fire island union free school district,NA,NA,NA,NA,10,10
NY,2013,580601040000,shoreham-wading river central school district,NA,NA,105,NA,85,190
NY,2014,580601040000,shoreham-wading river central school district,NA,NA,91,NA,94,185
NY,2015,580601040000,shoreham-wading river central school district,NA,NA,91,NA,94,185
NY,2016,580601040000,shoreham-wading river central school district,NA,34,74,77,NA,185
NY,2013,580602040000,riverhead central school district,NA,NA,176,NA,152,328
NY,2014,580602040000,riverhead central school district,NA,NA,133,190,NA,323
NY,2015,580602040000,riverhead central school district,NA,NA,133,190,NA,323
NY,2016,580602040000,riverhead central school district,NA,NA,72,290,NA,362
NY,2013,580603020000,little flower union free school district,NA,NA,NA,NA,22,22
NY,2014,580603020000,little flower union free school district,NA,NA,18,5,NA,23
NY,2015,580603020000,little flower union free school district,NA,NA,18,5,NA,23
NY,2016,580603020000,little flower union free school district,NA,NA,12,10,NA,22
NY,2013,580701020000,shelter island union free school district,NA,NA,7,24,NA,31
NY,2014,580701020000,shelter island union free school district,NA,NA,6,28,NA,34
NY,2015,580701020000,shelter island union free school district,NA,NA,6,28,NA,34
NY,2016,580701020000,shelter island union free school district,NA,NA,NA,NA,35,35
NY,2013,580801060000,smithtown central school district,NA,8,486,175,NA,669
NY,2014,580801060000,smithtown central school district,NA,NA,341,NA,304,645
NY,2015,580801060000,smithtown central school district,NA,NA,341,NA,304,645
NY,2016,580801060000,smithtown central school district,NA,NA,216,358,NA,574
NY,2013,580805060000,kings park central school district,NA,NA,164,68,37,269
NY,2014,580805060000,kings park central school district,NA,7,97,154,NA,258
NY,2015,580805060000,kings park central school district,NA,7,97,154,NA,258
NY,2016,580805060000,kings park central school district,NA,NA,NA,175,87,262
NY,2013,580901020000,remsenburg-speonk union free school district,NA,NA,16,7,NA,23
NY,2014,580901020000,remsenburg-speonk union free school district,NA,NA,15,NA,10,25
NY,2015,580901020000,remsenburg-speonk union free school district,NA,NA,15,NA,10,25
NY,2016,580901020000,remsenburg-speonk union free school district,NA,NA,18,7,NA,25
NY,2013,580902020000,westhampton beach union free school district,NA,NA,167,7,NA,174
NY,2014,580902020000,westhampton beach union free school district,NA,NA,101,72,NA,173
NY,2015,580902020000,westhampton beach union free school district,NA,NA,101,72,NA,173
NY,2016,580902020000,westhampton beach union free school district,NA,NA,121,NA,62,183
NY,2013,580903020000,quogue union free school district,NA,NA,NA,NA,18,18
NY,2014,580903020000,quogue union free school district,NA,NA,NA,11,6,17
NY,2015,580903020000,quogue union free school district,NA,NA,NA,11,6,17
NY,2016,580903020000,quogue union free school district,NA,NA,NA,9,5,14
NY,2013,580905020000,hampton bays union free school district,NA,9,134,NA,11,154
NY,2014,580905020000,hampton bays union free school district,NA,NA,153,NA,10,163
NY,2015,580905020000,hampton bays union free school district,NA,NA,153,NA,10,163
NY,2016,580905020000,hampton bays union free school district,NA,NA,88,76,NA,164
NY,2013,580906030000,southampton union free school district,NA,NA,150,NA,13,163
NY,2014,580906030000,southampton union free school district,NA,NA,126,NA,28,154
NY,2015,580906030000,southampton union free school district,NA,NA,126,NA,28,154
NY,2016,580906030000,southampton union free school district,NA,NA,136,NA,20,156
NY,2013,580909020000,bridgehampton union free school district,NA,NA,18,10,6,34
NY,2014,580909020000,bridgehampton union free school district,NA,NA,22,NA,13,35
NY,2015,580909020000,bridgehampton union free school district,NA,NA,22,NA,13,35
NY,2016,580909020000,bridgehampton union free school district,NA,NA,18,NA,19,37
NY,2013,580910080000,sagaponack common school district,NA,NA,NA,NA,3,3
NY,2014,580910080000,sagaponack common school district,NA,NA,NA,NA,4,4
NY,2015,580910080000,sagaponack common school district,NA,NA,NA,NA,4,4
NY,2013,580912060000,eastport-south manor csd,NA,NA,127,130,NA,257
NY,2014,580912060000,eastport-south manor csd,NA,NA,157,NA,115,272
NY,2015,580912060000,eastport-south manor csd,NA,NA,157,NA,115,272
NY,2016,580912060000,eastport-south manor csd,NA,NA,127,128,NA,255
NY,2013,580913080000,tuckahoe common school district,NA,NA,NA,22,10,32
NY,2014,580913080000,tuckahoe common school district,NA,NA,13,26,NA,39
NY,2015,580913080000,tuckahoe common school district,NA,NA,13,26,NA,39
NY,2013,580917020000,east quogue union free school district,NA,NA,37,5,NA,42
NY,2014,580917020000,east quogue union free school district,NA,NA,26,12,NA,38
NY,2015,580917020000,east quogue union free school district,NA,NA,26,12,NA,38
NY,2016,580917020000,east quogue union free school district,NA,NA,27,11,NA,38
NY,2013,581002020000,oysterponds union free school district,NA,NA,9,5,NA,14
NY,2014,581002020000,oysterponds union free school district,NA,NA,NA,NA,13,13
NY,2015,581002020000,oysterponds union free school district,NA,NA,NA,NA,13,13
NY,2016,581002020000,oysterponds union free school district,NA,NA,NA,NA,12,12
NY,2013,581004020000,fishers island union free school district,NA,NA,8,NA,6,14
NY,2014,581004020000,fishers island union free school district,NA,NA,6,NA,7,13
NY,2015,581004020000,fishers island union free school district,NA,NA,6,NA,7,13
NY,2016,581004020000,fishers island union free school district,NA,NA,NA,8,8,16
NY,2013,581005020000,southold union free school district,NA,NA,24,59,NA,83
NY,2014,581005020000,southold union free school district,NA,NA,43,40,NA,83
NY,2015,581005020000,southold union free school district,NA,NA,43,40,NA,83
NY,2016,581005020000,southold union free school district,NA,NA,NA,43,42,85
NY,2013,581010020000,greenport union free school district,NA,NA,37,NA,21,58
NY,2014,581010020000,greenport union free school district,NA,NA,24,29,NA,53
NY,2015,581010020000,greenport union free school district,NA,NA,24,29,NA,53
NY,2016,581010020000,greenport union free school district,NA,NA,11,44,NA,55
NY,2013,581012020000,mattituck-cutchogue union free school district,NA,NA,45,92,NA,137
NY,2014,581012020000,mattituck-cutchogue union free school district,NA,NA,80,NA,49,129
NY,2015,581012020000,mattituck-cutchogue union free school district,NA,NA,80,NA,49,129
NY,2016,581012020000,mattituck-cutchogue union free school district,NA,NA,22,98,NA,120
NY,2013,581015080000,new suffolk common school district,NA,NA,NA,NA,3,3
NY,2014,581015080000,new suffolk common school district,NA,NA,NA,NA,8,8
NY,2015,581015080000,new suffolk common school district,NA,NA,NA,NA,8,8
NY,2014,589100000000,eastern suffolk boces,NA,NA,281,NA,17,298
NY,2015,589100000000,eastern suffolk boces,NA,NA,281,NA,17,298
NY,2016,589100000000,eastern suffolk boces,NA,NA,253,62,6,321
NY,2013,589100000000,suffolk 2 boces,NA,NA,210,NA,109,319
NY,2013,589300000000,suffolk 1 boces,7,16,119,72,NA,214
NY,2014,589300000000,western suffolk boces,NA,NA,NA,130,90,220
NY,2015,589300000000,western suffolk boces,NA,NA,NA,130,90,220
NY,2016,589300000000,western suffolk boces,NA,NA,100,107,12,219
NY,2013,590501060000,fallsburg central school district,NA,NA,80,26,15,121
NY,2014,590501060000,fallsburg central school district,NA,7,78,27,NA,112
NY,2015,590501060000,fallsburg central school district,NA,7,78,27,NA,112
NY,2016,590501060000,fallsburg central school district,NA,9,83,27,NA,119
NY,2013,590801040000,eldred central school district,NA,NA,9,41,NA,50
NY,2014,590801040000,eldred central school district,NA,NA,23,24,NA,47
NY,2015,590801040000,eldred central school district,NA,NA,23,24,NA,47
NY,2016,590801040000,eldred central school district,NA,NA,14,33,NA,47
NY,2013,590901060000,liberty central school district,NA,9,32,NA,10,51
NY,2014,590901060000,liberty central school district,NA,NA,72,55,9,136
NY,2015,590901060000,liberty central school district,NA,NA,72,55,9,136
NY,2016,590901060000,liberty central school district,NA,NA,48,83,7,138
NY,2013,591201040000,tri-valley central school district,NA,NA,61,32,8,101
NY,2014,591201040000,tri-valley central school district,NA,NA,42,17,9,68
NY,2015,591201040000,tri-valley central school district,NA,NA,42,17,9,68
NY,2016,591201040000,tri-valley central school district,NA,9,50,28,NA,87
NY,2013,591301040000,roscoe central school district,NA,NA,NA,NA,30,30
NY,2014,591301040000,roscoe central school district,NA,NA,NA,16,13,29
NY,2015,591301040000,roscoe central school district,NA,NA,NA,16,13,29
NY,2016,591301040000,roscoe central school district,NA,NA,NA,NA,30,30
NY,2013,591302040000,livingston manor central school district,NA,NA,NA,23,22,45
NY,2014,591302040000,livingston manor central school district,NA,NA,NA,34,8,42
NY,2015,591302040000,livingston manor central school district,NA,NA,NA,34,8,42
NY,2016,591302040000,livingston manor central school district,NA,NA,7,42,NA,49
NY,2013,591401060000,monticello central school district,NA,NA,211,NA,67,278
NY,2014,591401060000,monticello central school district,NA,NA,155,NA,108,263
NY,2015,591401060000,monticello central school district,NA,NA,155,NA,108,263
NY,2016,591401060000,monticello central school district,NA,NA,145,NA,124,269
NY,2013,591502040000,sullivan west central school district,NA,NA,33,61,NA,94
NY,2014,591502040000,sullivan west central school district,NA,NA,NA,77,17,94
NY,2015,591502040000,sullivan west central school district,NA,NA,NA,77,17,94
NY,2016,591502040000,sullivan west central school district,NA,NA,NA,88,10,98
NY,2014,599000000000,sullivan boces,NA,NA,NA,41,19,60
NY,2015,599000000000,sullivan boces,NA,NA,NA,41,19,60
NY,2016,599000000000,sullivan boces,NA,NA,NA,47,11,58
NY,2013,600101060000,waverly central school district,NA,NA,NA,92,33,125
NY,2014,600101060000,waverly central school district,NA,NA,15,109,NA,124
NY,2015,600101060000,waverly central school district,NA,NA,15,109,NA,124
NY,2013,600301040000,candor central school district,NA,NA,34,36,6,76
NY,2014,600301040000,candor central school district,NA,NA,37,NA,37,74
NY,2015,600301040000,candor central school district,NA,NA,37,NA,37,74
NY,2016,600301040000,candor central school district,NA,NA,37,NA,35,72
NY,2013,600402040000,newark valley central school district,NA,NA,NA,56,44,100
NY,2014,600402040000,newark valley central school district,NA,NA,13,81,NA,94
NY,2015,600402040000,newark valley central school district,NA,NA,13,81,NA,94
NY,2016,600402040000,newark valley central school district,NA,NA,NA,79,19,98
NY,2013,600601060000,owego-apalachin central school district,NA,NA,102,NA,62,164
NY,2014,600601060000,owego-apalachin central school district,NA,NA,NA,90,66,156
NY,2015,600601060000,owego-apalachin central school district,NA,NA,NA,90,66,156
NY,2016,600601060000,owego-apalachin central school district,NA,NA,52,106,NA,158
NY,2013,600801040000,spencer-van etten central school district,NA,NA,49,NA,32,81
NY,2014,600801040000,spencer-van etten central school district,NA,NA,38,46,NA,84
NY,2015,600801040000,spencer-van etten central school district,NA,NA,38,46,NA,84
NY,2013,600903040000,tioga central school district,NA,NA,33,40,NA,73
NY,2014,600903040000,tioga central school district,NA,NA,NA,40,33,73
NY,2015,600903040000,tioga central school district,NA,NA,NA,40,33,73
NY,2016,600903040000,tioga central school district,NA,5,21,50,NA,76
NY,2013,610301060000,dryden central school district,NA,NA,NA,83,76,159
NY,2014,610301060000,dryden central school district,NA,NA,NA,91,56,147
NY,2015,610301060000,dryden central school district,NA,NA,NA,96,51,147
NY,2013,610327020000,george junior republic union free school district,NA,NA,NA,NA,38,38
NY,2014,610327020000,george junior republic union free school district,NA,NA,NA,NA,40,40
NY,2015,610327020000,george junior republic union free school district,NA,NA,NA,NA,40,40
NY,2013,610501040000,groton central school district,NA,NA,44,NA,25,69
NY,2014,610501040000,groton central school district,NA,NA,37,NA,35,72
NY,2015,610501040000,groton central school district,NA,NA,37,NA,35,72
NY,2013,610600010000,ithaca city school district,NA,NA,111,342,NA,453
NY,2014,610600010000,ithaca city school district,NA,NA,154,305,NA,459
NY,2015,610600010000,ithaca city school district,NA,NA,154,305,NA,459
NY,2016,610600010000,ithaca city school district,NA,NA,165,288,NA,453
NY,2013,610801040000,lansing central school district,NA,NA,NA,87,18,105
NY,2014,610801040000,lansing central school district,NA,NA,NA,85,19,104
NY,2015,610801040000,lansing central school district,NA,NA,NA,85,19,104
NY,2016,610801040000,lansing central school district,NA,NA,28,78,NA,106
NY,2013,610901040000,newfield central school district,NA,NA,NA,44,35,79
NY,2014,610901040000,newfield central school district,NA,NA,45,37,NA,82
NY,2015,610901040000,newfield central school district,NA,NA,45,37,NA,82
NY,2013,611001040000,trumansburg central school district,NA,NA,NA,60,42,102
NY,2014,611001040000,trumansburg central school district,NA,NA,47,NA,45,92
NY,2015,611001040000,trumansburg central school district,NA,NA,47,NA,45,92
NY,2016,611001040000,trumansburg central school district,NA,NA,17,77,NA,94
NY,2013,619000000000,tompkins-seneca-tioga boces,NA,NA,NA,33,25,58
NY,2014,619000000000,tompkins-seneca-tioga boces,NA,NA,NA,45,19,64
NY,2015,619000000000,tompkins-seneca-tioga boces,NA,NA,NA,45,19,64
NY,2016,619000000000,tompkins-seneca-tioga boces,NA,NA,8,58,NA,66
NY,2013,620600010000,kingston city school district,NA,6,192,310,NA,508
NY,2014,620600010000,kingston city school district,NA,NA,98,404,NA,502
NY,2015,620600010000,kingston city school district,NA,NA,98,404,NA,502
NY,2016,620600010000,kingston city school district,NA,NA,108,390,11,509
NY,2013,620803040000,highland central school district,NA,5,52,73,NA,130
NY,2014,620803040000,highland central school district,NA,NA,NA,102,37,139
NY,2015,620803040000,highland central school district,NA,NA,NA,102,37,139
NY,2016,620803040000,highland central school district,NA,NA,38,101,NA,139
NY,2013,620901060000,rondout valley central school district,NA,44,111,11,NA,166
NY,2014,620901060000,rondout valley central school district,NA,5,49,110,NA,164
NY,2015,620901060000,rondout valley central school district,NA,5,49,110,NA,164
NY,2016,620901060000,rondout valley central school district,NA,7,35,124,NA,166
NY,2013,621001060000,marlboro central school district,NA,NA,NA,104,70,174
NY,2014,621001060000,marlboro central school district,NA,NA,NA,90,54,144
NY,2015,621001060000,marlboro central school district,NA,NA,NA,90,54,144
NY,2016,621001060000,marlboro central school district,NA,NA,NA,99,34,133
NY,2013,621101060000,new paltz central school district,NA,NA,65,96,10,171
NY,2014,621101060000,new paltz central school district,NA,NA,NA,107,75,182
NY,2015,621101060000,new paltz central school district,NA,NA,NA,107,75,182
NY,2016,621101060000,new paltz central school district,NA,NA,NA,129,51,180
NY,2013,621201060000,onteora central school district,NA,NA,NA,107,29,136
NY,2014,621201060000,onteora central school district,NA,NA,NA,101,40,141
NY,2015,621201060000,onteora central school district,NA,NA,NA,101,40,141
NY,2016,621201060000,onteora central school district,NA,NA,32,111,NA,143
NY,2013,621601060000,saugerties central school district,NA,NA,NA,150,59,209
NY,2014,621601060000,saugerties central school district,NA,NA,NA,159,48,207
NY,2015,621601060000,saugerties central school district,NA,NA,NA,159,48,207
NY,2016,621601060000,saugerties central school district,NA,NA,NA,166,42,208
NY,2013,621801060000,wallkill central school district,NA,NA,156,78,NA,234
NY,2014,621801060000,wallkill central school district,NA,NA,179,NA,56,235
NY,2015,621801060000,wallkill central school district,NA,NA,179,NA,56,235
NY,2016,621801060000,wallkill central school district,NA,NA,164,72,NA,236
NY,2013,622002060000,ellenville central school district,NA,NA,83,30,11,124
NY,2014,622002060000,ellenville central school district,NA,NA,NA,79,45,124
NY,2015,622002060000,ellenville central school district,NA,NA,NA,79,45,124
NY,2016,622002060000,ellenville central school district,NA,5,42,72,NA,119
NY,2013,629000000000,ulster boces,NA,NA,37,19,14,70
NY,2014,629000000000,ulster boces,NA,NA,NA,39,29,68
NY,2015,629000000000,ulster boces,NA,NA,NA,39,29,68
NY,2016,629000000000,ulster boces,NA,NA,NA,49,14,63
NY,2013,630101040000,bolton central school district,NA,NA,9,19,NA,28
NY,2014,630101040000,bolton central school district,NA,NA,11,19,NA,30
NY,2015,630101040000,bolton central school district,NA,NA,11,19,NA,30
NY,2013,630202040000,north warren central school district,NA,NA,37,15,6,58
NY,2014,630202040000,north warren central school district,NA,NA,47,NA,9,56
NY,2015,630202040000,north warren central school district,NA,NA,47,NA,9,56
NY,2013,630300010000,glens falls city school district,NA,7,130,40,NA,177
NY,2014,630300010000,glens falls city school district,NA,NA,85,68,NA,153
NY,2015,630300010000,glens falls city school district,NA,NA,85,68,NA,153
NY,2013,630601040000,johnsburg central school district,NA,NA,NA,19,16,35
NY,2014,630601040000,johnsburg central school district,NA,NA,17,NA,18,35
NY,2015,630601040000,johnsburg central school district,NA,NA,17,NA,18,35
NY,2016,630601040000,johnsburg central school district,NA,NA,NA,20,13,33
NY,2013,630701040000,lake george central school district,NA,NA,42,43,NA,85
NY,2014,630701040000,lake george central school district,NA,NA,35,51,NA,86
NY,2015,630701040000,lake george central school district,NA,NA,35,51,NA,86
NY,2013,630801040000,hadley-luzerne central school district,NA,NA,35,37,NA,72
NY,2014,630801040000,hadley-luzerne central school district,NA,NA,33,42,NA,75
NY,2015,630801040000,hadley-luzerne central school district,NA,NA,33,42,NA,75
NY,2016,630801040000,hadley-luzerne central school district,NA,NA,36,37,NA,73
NY,2013,630902030000,queensbury union free school district,NA,NA,203,NA,44,247
NY,2014,630902030000,queensbury union free school district,NA,NA,210,39,NA,249
NY,2015,630902030000,queensbury union free school district,NA,NA,210,39,NA,249
NY,2013,630918080000,glens falls common school district,NA,NA,12,NA,5,17
NY,2014,630918080000,glens falls common school district,NA,NA,NA,NA,19,19
NY,2015,630918080000,glens falls common school district,NA,NA,NA,NA,19,19
NY,2016,630918080000,glens falls common school district,NA,NA,13,NA,6,19
NY,2013,631201040000,warrensburg central school district,NA,NA,47,16,7,70
NY,2014,631201040000,warrensburg central school district,NA,NA,25,46,NA,71
NY,2015,631201040000,warrensburg central school district,NA,NA,25,46,NA,71
NY,2016,631201040000,warrensburg central school district,NA,NA,14,56,NA,70
NY,2013,640101040000,argyle central school district,NA,NA,31,NA,19,50
NY,2014,640101040000,argyle central school district,NA,NA,NA,34,15,49
NY,2015,640101040000,argyle central school district,NA,NA,NA,34,15,49
NY,2016,640101040000,argyle central school district,NA,NA,16,33,NA,49
NY,2013,640502040000,fort ann central school district,NA,10,23,NA,8,41
NY,2014,640502040000,fort ann central school district,NA,NA,20,21,NA,41
NY,2015,640502040000,fort ann central school district,NA,NA,20,21,NA,41
NY,2016,640502040000,fort ann central school district,NA,NA,6,36,NA,42
NY,2013,640601020000,fort edward union free school district,NA,NA,26,24,NA,50
NY,2014,640601020000,fort edward union free school district,NA,NA,23,24,NA,47
NY,2015,640601020000,fort edward union free school district,NA,NA,23,24,NA,47
NY,2016,640601020000,fort edward union free school district,NA,NA,18,29,NA,47
NY,2013,640701040000,granville central school district,NA,NA,53,36,12,101
NY,2014,640701040000,granville central school district,NA,NA,NA,65,39,104
NY,2015,640701040000,granville central school district,NA,NA,NA,65,39,104
NY,2013,640801040000,greenwich central school district,NA,NA,50,34,9,93
NY,2014,640801040000,greenwich central school district,NA,NA,13,79,NA,92
NY,2015,640801040000,greenwich central school district,NA,NA,13,79,NA,92
NY,2013,641001040000,hartford central school district,8,11,21,7,NA,47
NY,2014,641001040000,hartford central school district,NA,NA,NA,28,19,47
NY,2015,641001040000,hartford central school district,NA,NA,NA,28,19,47
NY,2013,641301060000,hudson falls central school district,NA,NA,113,47,NA,160
NY,2014,641301060000,hudson falls central school district,NA,NA,NA,87,78,165
NY,2015,641301060000,hudson falls central school district,NA,NA,NA,87,78,165
NY,2016,641301060000,hudson falls central school district,NA,NA,90,NA,84,174
NY,2013,641401040000,putnam central school district,NA,NA,NA,NA,8,8
NY,2014,641401040000,putnam central school district,NA,NA,NA,NA,9,9
NY,2015,641401040000,putnam central school district,NA,NA,NA,NA,9,9
NY,2016,641401040000,putnam central school district,NA,NA,NA,NA,9,9
NY,2013,641501040000,salem central school district,NA,NA,NA,NA,55,55
NY,2014,641501040000,salem central school district,NA,NA,35,17,NA,52
NY,2015,641501040000,salem central school district,NA,NA,35,17,NA,52
NY,2016,641501040000,salem central school district,NA,NA,28,NA,25,53
NY,2013,641610040000,cambridge central school district,NA,NA,26,41,NA,67
NY,2014,641610040000,cambridge central school district,NA,NA,65,11,NA,76
NY,2015,641610040000,cambridge central school district,NA,NA,65,11,NA,76
NY,2016,641610040000,cambridge central school district,NA,NA,36,40,NA,76
NY,2013,641701060000,whitehall central school district,NA,NA,NA,NA,72,72
NY,2014,641701060000,whitehall central school district,NA,NA,34,NA,28,62
NY,2015,641701060000,whitehall central school district,NA,NA,34,NA,28,62
NY,2016,641701060000,whitehall central school district,NA,8,34,20,NA,62
NY,2013,649000000000,washington-saratoga-warren-hamilton-essex boces,NA,NA,47,22,9,78
NY,2014,649000000000,washington-saratoga-warren-hamilton-essex boces,NA,5,65,24,NA,94
NY,2015,649000000000,washington-saratoga-warren-hamilton-essex boces,NA,5,65,24,NA,94
NY,2016,649000000000,washington-saratoga-warren-hamilton-essex boces,NA,NA,76,31,8,115
NY,2013,650101060000,newark central school district,NA,NA,74,99,NA,173
NY,2014,650101060000,newark central school district,NA,NA,NA,110,64,174
NY,2015,650101060000,newark central school district,NA,NA,NA,110,64,174
NY,2016,650101060000,newark central school district,NA,NA,56,121,NA,177
NY,2013,650301040000,clyde-savannah central school district,NA,11,56,NA,8,75
NY,2014,650301040000,clyde-savannah central school district,NA,5,41,27,NA,73
NY,2015,650301040000,clyde-savannah central school district,NA,5,41,27,NA,73
NY,2016,650301040000,clyde-savannah central school district,NA,7,51,17,NA,75
NY,2013,650501040000,lyons central school district,NA,17,40,20,NA,77
NY,2014,650501040000,lyons central school district,NA,NA,30,44,NA,74
NY,2015,650501040000,lyons central school district,NA,NA,30,44,NA,74
NY,2016,650501040000,lyons central school district,NA,NA,29,28,NA,57
NY,2013,650701040000,marion central school district,NA,5,55,9,NA,69
NY,2014,650701040000,marion central school district,NA,11,53,6,NA,70
NY,2015,650701040000,marion central school district,NA,11,53,6,NA,70
NY,2013,650801060000,wayne central school district,NA,NA,48,145,NA,193
NY,2014,650801060000,wayne central school district,NA,NA,53,167,NA,220
NY,2015,650801060000,wayne central school district,NA,NA,53,167,NA,220
NY,2016,650801060000,wayne central school district,NA,NA,40,179,NA,219
NY,2013,650901060000,palmyra-macedon central school district,NA,NA,120,NA,65,185
NY,2014,650901060000,palmyra-macedon central school district,NA,NA,91,82,NA,173
NY,2015,650901060000,palmyra-macedon central school district,NA,NA,91,82,NA,173
NY,2016,650901060000,palmyra-macedon central school district,NA,NA,136,46,NA,182
