state,year,localid,name,e1,e2,e3,e4,et,e2_impute
NJ,2014,312510,lakeland regional,0,0,75,16,91,1
NJ,2014,312700,little falls twp,NA,1,37,31,69,1
NJ,2014,313640,north haledon boro,NA,NA,52,NA,56,0
NJ,2014,313970,passaic city,0,31,944,41,1016,0
NJ,2014,313975,passaic co ed serv comm,NA,NA,NA,NA,3,0
NJ,2014,313980,passaic co manchester reg,NA,1,47,14,62,1
NJ,2014,313990,passaic valley regional,NA,NA,NA,85,90,0
NJ,2014,313995,passaic county vocational,NA,10,196,67,273,1
NJ,2014,314010,paterson city,20,298,1487,184,1989,0
NJ,2014,314230,pompton lakes boro,NA,1,120,18,139,1
NJ,2014,314270,prospect park boro,NA,NA,59,NA,67,0
NJ,2014,314400,ringwood boro,0,0,76,16,92,1
NJ,2014,315200,totowa boro,NA,NA,67,NA,70,0
NJ,2014,315440,wanaque boro,0,14,76,0,90,0
NJ,2014,315570,wayne twp,NA,4,490,122,616,1
NJ,2014,315650,west milford twp,NA,3,240,65,308,1
NJ,2014,315690,woodland park,NA,NA,NA,NA,85,0
NJ,2014,330060,alloway twp,NA,NA,32,NA,34,0
NJ,2014,331350,elsinboro twp,NA,NA,11,NA,14,0
NJ,2014,332800,lower alloways creek,NA,NA,20,NA,22,0
NJ,2014,332950,mannington twp,NA,NA,NA,NA,16,0
NJ,2014,333860,oldmans twp,NA,NA,21,NA,22,0
NJ,2014,334070,penns grv-carney's pt reg,NA,NA,178,NA,186,0
NJ,2014,334075,pennsville,NA,1,138,22,161,1
NJ,2014,334150,pittsgrove twp,NA,NA,113,NA,121,0
NJ,2014,334280,quinton twp,NA,NA,25,NA,29,0
NJ,2014,334630,salem city,NA,10,108,NA,119,0
NJ,2014,334635,salem co special service,NA,2,19,16,37,1
NJ,2014,334640,salem county vocational,0,0,32,14,46,1
NJ,2014,335320,upper pittsgrove twp,0,0,24,13,37,1
NJ,2014,335910,woodstown-pilesgrove reg,NA,1,94,46,141,1
NJ,2014,350240,bedminster twp,NA,1,40,12,53,1
NJ,2014,350350,bernards twp,NA,1,264,173,438,1
NJ,2014,350490,bound brook boro,NA,NA,115,NA,120,0
NJ,2014,350510,branchburg twp,NA,4,118,29,151,1
NJ,2014,350555,bridgewater-raritan reg,NA,7,516,211,734,1
NJ,2014,351610,franklin twp,NA,23,502,85,610,1
NJ,2014,351810,green brook twp,0,0,43,33,76,1
NJ,2014,352170,hillsborough twp,NA,9,506,114,629,1
NJ,2014,353000,manville boro,NA,NA,110,NA,121,0
NJ,2014,353320,montgomery twp,NA,2,229,133,364,1
NJ,2014,353670,north plainfield boro,NA,6,195,76,277,1
NJ,2014,354805,somerset co ed serv comm,NA,NA,NA,NA,9,0
NJ,2014,354810,somerset co vocational,0,0,30,19,49,1
NJ,2014,354815,somerset hills regional,NA,2,90,63,155,1
NJ,2014,354820,somerville boro,NA,NA,170,NA,183,0
NJ,2014,354850,south bound brook,NA,NA,24,NA,30,0
NJ,2014,355470,warren twp,0,0,71,130,201,1
NJ,2014,355540,watchung boro,0,0,37,22,59,1
NJ,2014,355550,watchung hills regional,NA,4,100,65,169,1
NJ,2014,370090,andover reg,0,0,16,36,52,1
NJ,2014,370640,byram twp,NA,NA,83,NA,89,0
NJ,2014,371560,frankford twp,0,0,24,37,61,1
NJ,2014,371570,franklin boro,NA,1,35,13,49,1
NJ,2014,371630,fredon twp,NA,NA,23,NA,28,0
NJ,2014,371800,green twp,NA,NA,30,NA,38,0
NJ,2014,371930,hamburg boro,NA,NA,NA,23,28,0
NJ,2014,371980,hampton twp,NA,1,20,15,36,1
NJ,2014,372030,hardyston twp,0,0,25,39,64,1
NJ,2014,372165,high point regional,0,0,54,32,86,1
NJ,2014,372240,hopatcong,NA,1,120,24,145,1
NJ,2014,372465,kittatinny regional,NA,NA,NA,NA,90,0
NJ,2014,372490,lafayette twp,0,0,12,16,28,1
NJ,2014,372615,lenape valley regional,0,0,19,35,54,1
NJ,2014,373300,montague twp,0,0,10,21,31,1
NJ,2014,373590,newton town,NA,2,109,40,151,1
NJ,2014,373840,ogdensburg boro,NA,NA,21,NA,28,0
NJ,2014,374650,sandyston-walpack twp,NA,NA,19,NA,21,0
NJ,2014,374960,sparta twp,NA,NA,228,NA,234,0
NJ,2014,375030,stanhope boro,NA,NA,26,NA,29,0
NJ,2014,375040,stillwater twp,NA,NA,33,NA,36,0
NJ,2014,375100,sussex-wantage regional,NA,1,125,15,141,1
NJ,2014,375105,sussex co ed serv comm,NA,NA,NA,NA,7,0
NJ,2014,375110,sussex county vocational,0,0,48,13,61,1
NJ,2014,375360,vernon twp,NA,3,262,51,316,1
NJ,2014,375435,wallkill valley regional,NA,NA,47,NA,54,0
NJ,2014,390310,berkeley heights twp,0,0,168,47,215,1
NJ,2014,390850,clark twp,NA,1,102,57,160,1
NJ,2014,390980,cranford twp,NA,5,202,127,334,1
NJ,2014,391320,elizabeth city,NA,54,1619,178,1851,1
NJ,2014,391710,garwood boro,NA,NA,26,NA,27,0
NJ,2014,392190,hillside twp,NA,16,196,25,237,1
NJ,2014,392420,kenilworth boro,0,0,12,106,118,1
NJ,2014,392660,linden city,NA,4,359,98,461,1
NJ,2014,393395,morris-union jointure com,NA,NA,95,NA,102,0
NJ,2014,393470,mountainside boro,NA,NA,NA,NA,52,0
NJ,2014,393560,new providence boro,NA,3,54,107,164,1
NJ,2014,394160,plainfield city,NA,48,481,NA,551,0
NJ,2014,394290,rahway city,NA,7,244,49,300,1
NJ,2014,394540,roselle boro,0,17,214,10,241,0
NJ,2014,394550,roselle park boro,0,0,95,75,170,1
NJ,2014,394670,scotch plains-fanwood reg,NA,4,340,72,416,1
NJ,2014,395000,springfield twp,NA,5,146,10,161,1
NJ,2014,395090,summit city,0,0,212,125,337,1
NJ,2014,395245,union co ed serv comm,NA,NA,65,NA,71,0
NJ,2014,395260,union county vocational,NA,4,96,12,112,1
NJ,2014,395290,union twp,NA,12,515,53,580,1
NJ,2014,395730,westfield town,NA,4,432,33,469,1
NJ,2014,395810,winfield twp,NA,NA,NA,15,18,0
NJ,2014,410030,allamuchy twp,0,0,13,19,32,1
NJ,2014,410070,alpha boro,NA,NA,27,NA,28,0
NJ,2014,410280,belvidere town,NA,2,46,17,65,1
NJ,2014,410400,blairstown twp,NA,NA,42,NA,49,0
NJ,2014,411620,franklin twp,NA,NA,26,NA,27,0
NJ,2014,411670,frelinghuysen twp,NA,NA,11,NA,15,0
NJ,2014,411785,great meadows regional,NA,NA,61,NA,67,0
NJ,2014,411840,greenwich twp,0,0,48,12,60,1
NJ,2014,411870,hackettstown,NA,1,97,50,148,1
NJ,2014,412040,harmony twp,0,0,11,13,24,1
NJ,2014,412250,hope twp,NA,NA,NA,NA,18,0
NJ,2014,412470,knowlton twp,NA,NA,22,NA,30,0
NJ,2014,412790,lopatcong twp,NA,NA,65,NA,72,0
NJ,2014,412970,mansfield twp,NA,NA,55,NA,57,0
NJ,2014,413675,north warren regional,NA,1,71,11,83,1
NJ,2014,413890,oxford twp,0,0,10,20,30,1
NJ,2014,414100,phillipsburg town,0,0,229,81,310,1
NJ,2014,414200,pohatcong twp,NA,NA,22,NA,29,0
NJ,2014,415450,warren co special service,NA,NA,NA,NA,12,0
NJ,2014,415460,warren county vocational,NA,NA,42,NA,44,0
NJ,2014,415465,warren hills regional,NA,NA,138,NA,143,0
NJ,2014,415480,washington boro,NA,4,34,11,49,1
NJ,2014,415530,washington twp,0,0,37,20,57,1
NJ,2014,415780,white twp,0,0,27,11,38,1
NJ,2015,010010,absecon public schools,0,0,36,36,72,1
NJ,2015,010110,atlantic city public schools,NA,16,555,84,655,1
NJ,2015,010120,atlantic county vocational school district,0,0,95,21,116,1
NJ,2015,010125,atlantic county special services school district,NA,1,55,10,66,1
NJ,2015,010570,brigantine public schools,NA,NA,NA,65,69,0
NJ,2015,010590,buena regional school district,NA,2,140,17,159,1
NJ,2015,011300,egg harbor city school district,NA,25,17,NA,44,0
NJ,2015,011310,egg harbor township school district,NA,1,336,236,573,1
NJ,2015,011410,estell manor city school district,NA,NA,NA,NA,15,0
NJ,2015,011540,folsom borough school district,0,0,11,27,38,1
NJ,2015,011690,galloway township public schools,0,0,251,34,285,1
NJ,2015,011790,greater egg harbor regional high school district,NA,1,204,48,253,1
NJ,2015,011940,hamilton township school district,NA,7,154,81,242,1
NJ,2015,011960,hammonton school district,NA,3,109,134,246,1
NJ,2015,012680,linwood city school district,NA,NA,71,NA,76,0
NJ,2015,012910,mainland regional high school district,NA,NA,105,NA,110,0
NJ,2015,013020,margate city school district,0,0,24,22,46,1
NJ,2015,013480,mullica township school district,NA,1,39,18,58,1
NJ,2015,013720,northfield city school district,0,0,54,35,89,1
NJ,2015,014180,pleasantville public school district,NA,NA,320,NA,333,0
NJ,2015,014240,port republic school district,NA,NA,13,NA,14,0
NJ,2015,014800,somers point school district,NA,NA,99,NA,102,0
NJ,2015,015350,ventnor city school district,0,0,47,31,78,1
NJ,2015,015760,weymouth township school district,NA,NA,16,NA,17,0
NJ,2015,030040,allendale public school district,NA,2,58,17,77,1
NJ,2015,030080,alpine elementary school district,NA,NA,NA,17,25,0
NJ,2015,030285,bergen county special services school district,NA,7,57,114,178,1
NJ,2015,030290,bergen county vocational technical school district,NA,6,161,73,240,1
NJ,2015,030300,bergenfield borough school district,0,0,165,97,262,1
NJ,2015,030440,bogota public school district,NA,1,17,84,102,1
NJ,2015,030740,carlstadt public school district,NA,NA,NA,36,41,0
NJ,2015,030745,carlstadt-east rutherford regional high school district,NA,NA,36,NA,37,0
NJ,2015,030890,cliffside park school district,NA,2,61,107,170,1
NJ,2015,030930,closter public school district,0,0,35,40,75,1
NJ,2015,030990,cresskill public school district,0,0,95,47,142,1
NJ,2015,031070,demarest school district,NA,1,55,10,66,1
NJ,2015,031130,dumont public school district,0,0,163,60,223,1
NJ,2015,031230,east rutherford school district,0,0,26,37,63,1
NJ,2015,031270,edgewater school district,NA,1,38,20,59,1
NJ,2015,031345,elmwood park school district,NA,NA,125,NA,131,0
NJ,2015,031360,emerson public school district,0,0,70,24,94,1
NJ,2015,031370,englewood public school district,NA,1,238,22,261,1
NJ,2015,031380,englewood cliffs school district,0,0,19,34,53,1
NJ,2015,031450,fair lawn public school district,NA,3,185,185,373,1
NJ,2015,031470,fairview public school district,NA,5,57,22,84,1
NJ,2015,031550,fort lee school district,NA,4,223,49,276,1
NJ,2015,031580,franklin lakes  school district,0,0,25,119,144,1
NJ,2015,031700,garfield public school district,NA,2,324,70,396,1
NJ,2015,031760,glen rock public school district,NA,1,128,72,201,1
NJ,2015,031860,hackensack school district,NA,6,370,25,401,1
NJ,2015,032050,harrington park school district,0,0,0,54,54,0
NJ,2015,032080,hasbrouck heights school district,NA,NA,135,NA,136,0
NJ,2015,032090,haworth public school district,0,0,46,0,46,0
NJ,2015,032180,hillsdale school district,NA,1,49,44,94,1
NJ,2015,032200,ho-ho-kus school district,0,0,35,22,57,1
NJ,2015,032620,leonia public school district,0,0,137,16,153,1
NJ,2015,032710,little ferry public school district,NA,NA,NA,21,26,0
NJ,2015,032740,lodi school district,NA,NA,224,NA,235,0
NJ,2015,032860,lyndhurst school district,NA,1,128,80,209,1
NJ,2015,032900,mahwah township public school district,NA,1,188,76,265,1
NJ,2015,033060,maywood school district,0,0,23,41,64,1
NJ,2015,033170,midland park school district,NA,NA,91,NA,98,0
NJ,2015,033330,montvale board of education school district,0,0,21,53,74,1
NJ,2015,033550,new milford school district,NA,1,77,68,146,1
NJ,2015,033600,north arlington school district,NA,1,108,15,124,1
NJ,2015,033700,northern highlands regional high school district,0,0,86,21,107,1
NJ,2015,033710,northern valley regional high school district,NA,2,105,134,241,1
NJ,2015,033730,northvale public school district,NA,NA,34,NA,43,0
NJ,2015,033740,norwood public school district,0,0,29,19,48,1
NJ,2015,033760,oakland public school district,0,0,79,47,126,1
NJ,2015,033850,old tappan public school district,0,0,23,37,60,1
NJ,2015,033870,oradell school district,NA,NA,49,NA,56,0
NJ,2015,033910,palisades park school district,0,0,113,18,131,1
NJ,2015,033930,paramus public school district,NA,3,190,101,294,1
NJ,2015,033940,park ridge school district,0,0,70,41,111,1
NJ,2015,033960,pascack valley regional high school district,0,0,82,82,164,1
NJ,2015,034300,ramapo indian hills regional high school district,0,0,111,93,204,1
NJ,2015,034310,ramsey school district,0,0,196,50,246,1
NJ,2015,034370,ridgefield school district,0,0,130,24,154,1
NJ,2015,034380,ridgefield park school district,0,0,78,97,175,1
NJ,2015,034390,ridgewood public school district,NA,1,257,139,397,1
NJ,2015,034405,river dell regional school district,0,0,94,36,130,1
NJ,2015,034410,river edge school district,0,0,56,35,91,1
NJ,2015,034430,river vale public school district,0,0,68,30,98,1
NJ,2015,034470,rochelle park school district,0,0,13,32,45,1
NJ,2015,034600,rutherford school district,0,0,143,51,194,1
NJ,2015,034610,saddle brook school district,NA,3,118,44,165,1
NJ,2015,034620,saddle river school district,NA,NA,22,NA,23,0
NJ,2015,034845,south  bergen jointure commission school district,0,0,21,32,53,1
NJ,2015,034870,south hackensack school district,NA,NA,NA,21,23,0
NJ,2015,035150,teaneck school district,0,0,266,72,338,1
NJ,2015,035160,tenafly public school district,0,0,78,210,288,1
NJ,2015,035330,upper saddle river school district,0,0,88,20,108,1
NJ,2015,035410,waldwick school district,NA,1,99,42,142,1
NJ,2015,035430,wallington boro school district,NA,1,63,26,90,1
NJ,2015,035755,westwood regional school district,NA,1,165,44,210,1
NJ,2015,035830,wood-ridge school district,0,0,81,12,93,1
NJ,2015,035880,woodcliff lake school district,NA,1,37,34,72,1
NJ,2015,035920,wyckoff township public school district,0,0,47,134,181,1
NJ,2015,050200,bass river township board of education,NA,NA,13,NA,16,0
NJ,2015,050380,beverly city school,NA,NA,29,NA,33,0
NJ,2015,050475,bordentown regional school district,0,0,138,39,177,1
NJ,2015,050600,burlington city public school district,NA,4,123,51,178,1
NJ,2015,050605,burlington county special services school district,0,0,80,25,105,1
NJ,2015,050610,burlington county institute of technology,NA,NA,130,NA,137,0
NJ,2015,050620,burlington township board of education,NA,1,266,26,293,1
NJ,2015,050830,chesterfield township school district,0,0,54,0,54,0
NJ,2015,050840,cinnaminson township public schools,NA,2,67,114,183,1
NJ,2015,051030,delanco township school district,0,0,16,18,34,1
NJ,2015,051060,delran township school district,0,0,108,102,210,1
NJ,2015,051250,eastampton township school district,NA,NA,45,NA,48,0
NJ,2015,051280,edgewater park township school district,0,0,11,59,70,1
NJ,2015,051420,evesham township school district,0,0,81,267,348,1
NJ,2015,051520,florence township school district,NA,NA,121,NA,128,0
NJ,2015,051910,hainesport township school district,0,0,21,39,60,1
NJ,2015,052610,lenape regional high school district,NA,1,85,485,571,1
NJ,2015,052850,lumberton township board of education,NA,2,98,19,119,1
NJ,2015,052960,mansfield township school district,NA,1,26,27,54,1
NJ,2015,053010,maple shade school district,NA,1,117,55,173,1
NJ,2015,053070,medford lakes school district,NA,NA,NA,33,40,0
NJ,2015,053080,medford township school district,0,0,53,141,194,1
NJ,2015,053360,moorestown township public school district,0,0,72,244,316,1
NJ,2015,053430,mount holly township public schools,NA,2,45,55,102,1
NJ,2015,053440,mount laurel township school district,NA,1,184,173,358,1
NJ,2015,053540,new hanover township,NA,NA,14,NA,23,0
NJ,2015,053650,north hanover township school district,NA,NA,98,NA,106,0
NJ,2015,053690,northern burlington county regional school district,NA,1,81,68,150,1
NJ,2015,053920,palmyra public schools,0,0,33,42,75,1
NJ,2015,054050,pemberton township schools,NA,1,234,181,416,1
NJ,2015,054320,rancocas valley regional high school district,NA,2,76,46,124,1
NJ,2015,054450,riverside township school district,0,0,58,47,105,1
NJ,2015,054460,riverton school district,NA,NA,NA,20,29,0
NJ,2015,054930,southampton township school district,NA,NA,65,NA,69,0
NJ,2015,055010,springfield township school district,NA,NA,25,NA,27,0
NJ,2015,055130,tabernacle township school district,NA,1,24,36,61,1
NJ,2015,055490,washington township school district,NA,NA,NA,NA,5,0
NJ,2015,055720,westampton township public school district,NA,1,24,50,75,1
NJ,2015,055805,willingboro public school district,NA,14,210,22,246,1
NJ,2015,055890,woodland township board of education,NA,NA,NA,NA,11,0
NJ,2015,070150,audubon public school disrict,0,0,102,26,128,1
NJ,2015,070190,barrington school district,NA,NA,51,NA,57,0
NJ,2015,070260,bellmawr public school district,NA,1,41,43,85,1
NJ,2015,070330,berlin borough school district,0,0,28,43,71,1
NJ,2015,070340,berlin township school district,NA,1,42,20,63,1
NJ,2015,070390,black horse pike regional school district,NA,7,162,82,251,1
NJ,2015,070580,brooklawn public school district,NA,NA,30,NA,32,0
NJ,2015,070680,camden city public schools,16,131,723,42,912,0
NJ,2015,070700,camden county technical school district,0,0,92,98,190,1
NJ,2015,070800,cherry hill school district,NA,2,803,12,817,1
NJ,2015,070880,clementon elementary school district,NA,NA,36,NA,43,0
NJ,2015,070940,collingswood public school district,NA,2,139,24,165,1
NJ,2015,071255,eastern camden county regional school district,0,0,107,28,135,1
NJ,2015,071720,gibbsboro elementary school,NA,1,14,12,27,1
NJ,2015,071770,gloucester city public school district,NA,2,41,155,198,1
NJ,2015,071780,gloucester township school district,NA,2,455,56,513,1
NJ,2015,071880,haddon heights school district,NA,NA,106,NA,115,0
NJ,2015,071890,haddon township school district,NA,1,78,62,141,1
NJ,2015,071900,haddonfield school district,0,0,73,105,178,1
NJ,2015,072540,laurel springs school district,NA,NA,NA,12,16,0
NJ,2015,072560,lawnside school distric,NA,NA,22,NA,23,0
NJ,2015,072670,lindenwold public school district,NA,1,188,12,201,1
NJ,2015,073110,merchantville school district,0,0,30,0,30,0
NJ,2015,073420,mt. ephraim school district,NA,NA,NA,30,36,0
NJ,2015,073770,oaklyn public school district,0,0,37,0,37,0
NJ,2015,074060,pennsauken township board of education school district,NA,6,339,48,393,1
NJ,2015,074110,pine hill school district,NA,1,125,40,166,1
NJ,2015,074590,runnemede public school district,0,0,43,21,64,1
NJ,2015,074790,somerdale school district,NA,NA,37,NA,44,0
NJ,2015,075035,sterling regional school district,NA,NA,69,NA,72,0
NJ,2015,075080,stratford school district,NA,NA,NA,63,69,0
NJ,2015,075400,voorhees township school district,0,0,20,200,220,1
NJ,2015,075560,waterford township school district,0,0,59,14,73,1
NJ,2015,075820,winslow township school district,NA,12,358,56,426,1
NJ,2015,075900,woodlynne school district,0,0,31,0,31,0
NJ,2015,090170,avalon school district,0,0,0,13,13,0
NJ,2015,090710,cape may city school district,0,0,0,20,20,0
NJ,2015,090715,cape may county special services school district,0,0,33,10,43,1
NJ,2015,090720,cape may county technical high school district,NA,NA,NA,55,63,0
NJ,2015,091080,dennis township school district,NA,NA,50,NA,53,0
NJ,2015,092820,lower cape may regional school district,0,0,85,46,131,1
NJ,2015,092840,lower township elementary school district,0,0,45,95,140,1
NJ,2015,093130,middle township public school district,NA,1,51,145,197,1
NJ,2015,093680,north wildwood school district,NA,NA,NA,30,39,0
NJ,2015,093780,ocean city school district,0,0,66,121,187,1
NJ,2015,095060,stone harbor school district,0,0,0,20,20,0
NJ,2015,095340,upper township school district,0,0,15,98,113,1
NJ,2015,095610,west cape may elementary school district,NA,NA,NA,NA,9,0
NJ,2015,095790,wildwood city school district,NA,1,33,60,94,1
NJ,2015,095800,wildwood crest borough school district,NA,NA,NA,29,31,0
NJ,2015,095840,woodbine school district,NA,NA,NA,20,23,0
NJ,2015,110540,bridgeton city school district,NA,6,489,58,553,1
NJ,2015,110950,commercial township school district,NA,NA,42,NA,44,0
NJ,2015,110995,cumberland county board of vocational ed school district,NA,NA,29,NA,31,0
NJ,2015,110997,cumberland regional school district,NA,1,67,18,86,1
NJ,2015,111020,deerfield township school district,0,0,13,18,31,1
NJ,2015,111120,downe township school district,NA,NA,NA,12,19,0
NJ,2015,111460,fairfield township school district,NA,3,31,15,49,1
NJ,2015,111820,greenwich township school district,NA,NA,NA,NA,7,0
NJ,2015,112270,hopewell township school district,0,0,17,23,40,1
NJ,2015,112570,lawrence township school district,NA,NA,NA,34,41,0
NJ,2015,113050,maurice river township school district,0,0,11,22,33,1
NJ,2015,113230,millville  school district,NA,6,351,107,464,1
NJ,2015,115070,stow creek township school district,NA,NA,NA,NA,11,0
NJ,2015,115300,upper deerfield township school district,NA,1,29,41,71,1
NJ,2015,115390,vineland public school district,NA,7,391,420,818,1
NJ,2015,130250,belleville public schools,NA,1,173,100,274,1
NJ,2015,130410,bloomfield board of education,NA,3,107,328,438,1
NJ,2015,130660,caldwell-west caldwell school district,0,0,75,132,207,1
NJ,2015,130760,cedar grove township school district,0,0,98,29,127,1
NJ,2015,131210,east orange school district,NA,45,858,85,988,1
NJ,2015,131390,essex county vocational technical schools,NA,1,150,29,180,1
NJ,2015,131400,essex fells school district,NA,NA,NA,25,30,0
NJ,2015,131465,fairfield public schools,0,0,29,27,56,1
NJ,2015,131750,glen ridge public schools,0,0,123,22,145,1
NJ,2015,132330,irvington board of education,NA,31,426,NA,485,0
NJ,2015,132730,livingston public schools school district,NA,4,140,296,440,1
NJ,2015,133190,millburn township schools,NA,3,315,78,396,1
NJ,2015,133310,montclair public schools,NA,3,370,173,546,1
NJ,2015,133570,newark public school district,90,221,1879,321,2511,0
NJ,2015,133630,north caldwell board of education,0,0,38,25,63,1
NJ,2015,133750,nutley public school district,NA,15,238,NA,269,0
NJ,2015,133880,orange board of education,NA,15,409,NA,439,0
NJ,2015,134530,roseland school district,NA,1,20,18,39,1
NJ,2015,134900,south orange-maplewood school district,NA,4,144,114,262,1
NJ,2015,135370,verona public school district,0,0,90,74,164,1
NJ,2015,135630,west essex regional school district,0,0,94,69,163,1
NJ,2015,135680,west orange public schools,NA,7,560,23,590,1
NJ,2015,131387,essex regional educational services commission,NA,13,27,NA,56,0
NJ,2015,150860,clayton public school district,NA,NA,104,NA,111,0
NJ,2015,150870,clearview regional high school district,NA,1,53,113,167,1
NJ,2015,151100,deptford township public school district,NA,1,144,185,330,1
NJ,2015,151180,east greenwich township school district,NA,3,66,26,95,1
NJ,2015,151330,elk township school district,NA,NA,26,NA,32,0
NJ,2015,151590,township of franklin school district,NA,1,95,15,111,1
NJ,2015,151715,gateway regional school dsitrict,0,0,71,12,83,1
NJ,2015,151730,glassboro school district,NA,4,136,17,157,1
NJ,2015,151774,gloucester county special services school district,NA,6,88,17,111,1
NJ,2015,151775,gloucester county vocational-technical school district,NA,1,61,22,84,1
NJ,2015,151830,greenwich township school district,0,0,23,21,44,1
NJ,2015,152070,harrison township school district,0,0,91,20,111,1
NJ,2015,152440,kingsway regional school district,NA,NA,169,NA,173,0
NJ,2015,152750,logan township school district,0,0,46,34,80,1
NJ,2015,152990,mantua township school district,0,0,44,64,108,1
NJ,2015,153280,monroe township public school district,NA,16,291,131,438,1
NJ,2015,153490,national park boro school district,0,0,12,16,28,1
NJ,2015,154020,paulsboro school district,NA,1,95,13,109,1
NJ,2015,154140,pitman boro school district,NA,NA,131,NA,140,0
NJ,2015,154880,south harrison township school district,NA,NA,26,NA,27,0
NJ,2015,154940,delsea regional high school district,NA,1,111,14,126,1
NJ,2015,155120,swedesboro-woolwich school district,NA,1,86,24,111,1
NJ,2015,155500,washington township school district,NA,1,374,283,658,1
NJ,2015,155590,wenonah  boro school district,NA,NA,NA,21,25,0
NJ,2015,155620,west deptford township  school district,NA,61,155,NA,217,0
NJ,2015,155740,westville boro public school district,NA,NA,NA,26,32,0
NJ,2015,155860,woodbury city public school district,NA,2,43,82,127,1
NJ,2015,155870,woodbury heights public school district,NA,NA,NA,20,23,0
NJ,2015,170220,bayonne school district,NA,2,654,99,755,1
NJ,2015,171200,east newark,0,0,18,0,18,0
NJ,2015,171850,guttenberg school district,0,0,51,27,78,1
NJ,2015,172060,harrison public schools,NA,2,66,86,154,1
NJ,2015,172210,hoboken public school district,NA,3,157,28,188,1
NJ,2015,172295,hudson county schools of technology,NA,2,158,27,187,1
NJ,2015,172390,jersey city public schools,NA,44,1706,123,1873,1
NJ,2015,172410,kearny,NA,1,336,96,433,1
NJ,2015,173610,north bergen school district,NA,2,503,50,555,1
NJ,2015,174730,secaucus board of education,0,0,55,113,168,1
NJ,2015,175240,union city school district,NA,3,482,262,747,1
NJ,2015,175580,weehawken board of education,0,0,86,24,110,1
NJ,2015,175670,west new york board of education,NA,1,268,286,555,1
NJ,2015,190020,alexandria township school district,NA,1,19,26,46,1
NJ,2015,190370,bethlehem township school district,0,0,22,27,49,1
NJ,2015,190430,bloomsbury school district,NA,NA,11,NA,16,0
NJ,2015,190670,califon borough school district,NA,NA,NA,13,18,0
NJ,2015,190910,clinton-glen gardner school district,NA,NA,NA,43,47,0
NJ,2015,190920,clinton township school district,0,0,85,84,169,1
NJ,2015,191040,delaware township school district,NA,NA,NA,39,44,0
NJ,2015,191050,delaware valley regional high school district,NA,NA,63,NA,67,0
NJ,2015,191160,east amwell township school district,0,0,15,29,44,1
NJ,2015,191510,flemington-raritan regional school district,0,0,198,157,355,1
NJ,2015,191600,franklin township school district,NA,NA,NA,21,28,0
NJ,2015,191680,frenchtown borough school district,NA,NA,11,NA,19,0
NJ,2015,191970,hampton borough school district,NA,NA,11,NA,17,0
NJ,2015,192140,high bridge borough school district,0,0,16,28,44,1
NJ,2015,192220,holland township school district,0,0,20,45,65,1
NJ,2015,192300,hunterdon central regional high school,0,0,162,70,232,1
NJ,2015,192305,hunterdon county educational services commission,NA,NA,12,NA,20,0
NJ,2015,192308,hunterdon county vocational school district,NA,NA,17,NA,19,0
NJ,2015,192450,kingwood township school district,0,0,26,13,39,1
NJ,2015,192590,lebanon borough school district,NA,NA,NA,NA,12,0
NJ,2015,192600,lebanon township school district,0,0,41,26,67,1
NJ,2015,193180,milford borough school district,NA,NA,11,NA,15,0
NJ,2015,193660,north hunterdon-voorhees regional high school district,NA,3,150,66,219,1
NJ,2015,194350,readington township school district,0,0,49,118,167,1
NJ,2015,195180,tewksbury township school district,0,0,12,52,64,1
NJ,2015,195270,union township school district,NA,1,26,17,44,1
NJ,2015,191376,south hunterdon regional school district,NA,1,38,49,88,1
NJ,2015,211245,east windsor regional school district,NA,8,263,123,394,1
NJ,2015,211430,ewing township school district,0,0,30,261,291,1
NJ,2015,211950,hamilton township,NA,1,463,469,933,1
NJ,2015,212280,hopewell valley regional school district,0,0,104,285,389,1
NJ,2015,212580,lawrence township public school district,NA,1,199,108,308,1
NJ,2015,213103,mercer county special services school district,NA,NA,NA,88,97,0
NJ,2015,213105,area vocational technical schools of mercer county,0,0,22,15,37,1
NJ,2015,214255,princeton public schools,NA,3,103,206,312,1
NJ,2015,215210,trenton public school district,NA,27,609,83,719,1
NJ,2015,215510,robbinsville public schools,0,0,175,46,221,1
NJ,2015,215715,west windsor-plainsboro regional school district,0,0,75,599,674,1
NJ,2015,230750,carteret public school district,NA,4,242,25,271,1
NJ,2015,230970,cranbury township school district,NA,NA,46,NA,54,0
NJ,2015,231140,dunellen public school district,NA,NA,82,NA,91,0
NJ,2015,231170,east brunswick township school district,NA,4,443,218,665,1
NJ,2015,231290,edison township school district,NA,3,651,428,1082,1
NJ,2015,232150,highland park boro school district,0,0,71,57,128,1
NJ,2015,232370,jamesburg public school district,NA,2,25,17,44,1
NJ,2015,233120,metuchen public school district,NA,1,125,42,168,1
NJ,2015,233140,middlesex borough school district,NA,1,123,41,165,1
NJ,2015,233145,middlesex regional educational services commission,NA,8,102,32,142,1
NJ,2015,233150,middlesex county vocational and technical school district,NA,4,83,88,175,1
NJ,2015,233220,milltown school district,0,0,29,28,57,1
NJ,2015,233290,monroe township school district,NA,1,108,340,449,1
NJ,2015,233530,new brunswick school district,NA,11,416,127,554,1
NJ,2015,233620,north brunswick township school district,NA,3,292,212,507,1
NJ,2015,233845,old bridge township school district,0,0,281,363,644,1
NJ,2015,234090,perth amboy public school district,NA,16,731,29,776,1
