state,year,localid,name,e1,e2,e3,e4,et,e1_impute,e2_impute,e3_impute,e4_impute,p1,p2,p3,p4,ps
OH,2014,000125,polly fox academy community school,0,0,3,4,7,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000130,phoenix academy community school,0,0,15,0,15,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000138,pathway school of discovery,5,30,0,0,35,0,0,1,1,NA,NA,NA,NA,NA
OH,2014,000139,alliance academy of cincinnati,10,12,0,0,22,0,0,1,1,NA,NA,NA,NA,NA
OH,2014,000162,newark digital academy,0,0,5,0,5,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000222,wildwood environmental academy,0,0,20,0,20,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000236,"ohio connections academy, inc",0,23,81,15,119,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000288,auglaize county educational academy,4,9,0,0,13,0,0,1,1,NA,NA,NA,NA,NA
OH,2014,000296,summit academy community school-columbus,0,0,6,0,6,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000297,summit academy community school - dayton,0,0,13,0,13,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000298,summit academy secondary - akron,0,0,9,4,13,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000300,summit academy secondary - canton,0,0,7,0,7,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000301,summit academy secondary - lorain,0,0,0,7,7,1,1,1,0,NA,NA,NA,NA,NA
OH,2014,000302,summit academy community school-parma,0,7,16,4,27,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000303,summit academy secondary - youngstown,0,0,9,14,23,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000304,summit academy community school-toledo,0,0,10,0,10,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000305,summit academy community school-warren,0,6,8,0,14,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000306,summit academy community school - cincinnati,0,0,16,0,16,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000311,bridges community academy,0,3,7,0,10,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000316,constellation schools: westpark community middle,0,4,11,4,19,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000319,constellation schools: madison community elementary,0,5,18,4,27,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000320,constellation schools: lorain community middle,0,3,3,5,11,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000321,constellation schools: old brooklyn community middle,0,0,4,10,14,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000338,horizon science academy toledo,0,14,29,0,43,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000360,miamisburg secondary academy,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,000417,buckeye on-line school for success,0,5,40,7,52,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000420,columbus bilingual academy,0,0,5,0,5,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000442,manchester local,0,0,16,37,53,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,000442,manchester local,NA,NA,NA,NA,63,NA,NA,NA,NA,0,0,12.307692000000001,84.615384,0.03076923
OH,2018,000442,manchester local,NA,NA,NA,NA,60,NA,NA,NA,NA,0,1.7,11.9,83.10000000000001,3.4
OH,2019,000442,manchester local,NA,NA,NA,NA,62,NA,NA,NA,NA,0,3.4,17.2,79.3,0
OH,2014,000527,cleveland academy for scholarship technology and leadership,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,000534,constellation schools: puritas community middle,0,3,7,3,13,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000541,constellation schools: outreach academy for students with di,0,0,5,0,5,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000543,pinnacle academy,0,0,7,28,35,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000546,winterfield venture academy,0,0,6,21,27,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000553,"columbus humanities, arts and technology academy",0,0,17,3,20,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000556,a+ arts academy,0,7,0,0,7,1,0,1,1,NA,NA,NA,NA,NA
OH,2014,000557,columbus arts & technology academy,0,4,20,3,27,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000558,columbus preparatory academy,0,0,0,34,34,1,1,1,0,NA,NA,NA,NA,NA
OH,2014,000559,orion academy,0,0,5,23,28,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000560,apex academy,0,0,4,18,22,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000564,"virtual schoolhouse, inc.",0,0,26,0,26,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000575,hope academy northwest campus,0,9,11,0,20,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000577,emerson academy,0,0,6,32,38,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000585,fci academy,0,9,9,0,18,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000608,summit academy transition high school-cincinnati,0,0,6,4,10,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000609,summit academy middle school - lorain,0,3,10,0,13,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000610,summit academy middle school - columbus,0,0,4,0,4,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000614,summit academy transition high school-columbus,0,0,0,4,4,1,1,1,0,NA,NA,NA,NA,NA
OH,2014,000616,summit academy alternative learnerswarren middle & secondary,0,6,10,0,16,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000621,summit academy transition high school dayton,0,0,7,6,13,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000623,summit academy-youngstown,0,5,20,0,25,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000629,summit academy community school - painesville,0,3,3,5,11,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000633,summit academy toledo learning center,0,0,8,17,25,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000634,summit academy secondary school - middletown,0,0,11,0,11,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000664,life skills center of columbus southeast,0,0,6,0,6,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000677,new day academy boarding & day school,0,9,5,0,14,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000725,zenith academy,0,3,23,0,26,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000770,"maritime academy of toledo, the",0,5,5,0,10,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000779,educational academy for boys & girls,0,0,4,3,7,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000780,midnimo cross cultural community school,0,0,4,0,4,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000781,cincinnati speech & reading intervention center,0,9,0,0,9,1,0,1,1,NA,NA,NA,NA,NA
OH,2014,000804,horizon science academy-cincinnati,0,7,16,3,26,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000808,horizon science academy-dayton,0,5,3,4,12,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000813,life skills center of dayton,0,0,9,0,9,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000825,horizon science academy-springfield,0,9,15,0,24,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,000838,horizon science academy-denison middle school,0,10,9,3,22,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000843,bennett venture academy,9,23,0,0,32,0,0,1,1,NA,NA,NA,NA,NA
OH,2014,000855,stambaugh charter academy,0,0,9,21,30,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000858,horizon science academy-cleveland middle school,0,0,3,3,6,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,000909,v l t academy,4,5,10,3,22,0,0,0,0,NA,NA,NA,NA,NA
OH,2014,000930,cleveland entrepreneurship preparatory school,0,6,9,4,19,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,000936,promise academy,0,0,14,0,14,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,000938,gateway academy of ohio,0,0,6,0,6,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,007984,youngstown academy of excellence,0,0,19,0,19,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,007995,cleveland arts and social sciences academy,0,0,8,6,14,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,007999,charles school at ohio dominican university,0,4,11,0,15,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,008000,lorain preparatory academy,0,0,6,3,9,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,008061,arts and science preparatory academy,0,4,5,0,9,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,008063,life skills center of north akron,0,0,5,0,5,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,008064,academy of arts and sciences,0,3,15,0,18,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,008278,noble academy-cleveland,0,4,16,4,24,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,008280,noble academy-columbus,0,0,18,5,23,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,008281,south scioto academy,0,4,0,0,4,1,0,1,1,NA,NA,NA,NA,NA
OH,2014,008282,life skills center of columbus north,0,0,5,0,5,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,009147,northpointe academy,0,3,9,0,12,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,009148,zanesville community school,0,0,3,0,3,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,009149,constellation schools: westside community school of the arts,0,0,19,5,24,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,009154,cincinnati leadership academy,0,0,8,0,8,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,009163,c.m. grant leadership academy,0,4,3,0,7,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,009164,central academy of ohio,0,0,9,0,9,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,009171,star academy of toledo,0,0,10,0,10,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,009179,horizon science academy columbus middle school,0,3,17,7,27,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,009192,foundation academy,0,0,20,0,20,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,009283,"dayton early college academy, inc",0,6,16,9,31,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,009909,constellation schools: mansfield community middle,0,0,10,0,10,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,009954,harrisburg pike community school,0,5,8,10,23,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,009964,sciotoville elementary academy,0,0,5,4,9,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,009990,horizon science academy elementary school,0,3,26,3,32,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,010005,horizon science academy cleveland elementary school,0,0,8,0,8,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,010007,horizon science academy denison elementary school,0,3,12,0,15,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,010036,cesar chavez college preparatory school,0,0,8,3,11,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,011291,village preparatory school,0,14,16,0,30,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,011381,greater summit county early learning center,0,0,6,3,9,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,011439,renaissance academy,0,7,0,0,7,1,0,1,1,NA,NA,NA,NA,NA
OH,2014,011468,columbus bilingual academy-north,0,8,3,0,11,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,011470,a.b. graham academy,0,0,4,0,4,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,011479,lifelinks community school,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,011487,falcon academy of creative arts,0,4,6,0,10,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,011506,dayton regional stem school,0,5,16,10,31,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,011507,achieve career preparatory academy,0,4,3,0,7,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,011533,horizon science academy lorain,0,10,27,5,42,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,011534,horizon science academy dayton high school,0,8,8,0,16,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,011923,northeast ohio college preparatory school,0,10,9,0,19,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,011972,graham expeditionary middle school,0,3,9,0,12,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,011976,horizon science academy dayton downtown,0,4,9,0,13,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,011986,horizon science academy youngstown,0,6,17,8,31,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,011987,horizon science academy toledo downtown,0,7,12,0,19,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,012009,zenith academy east,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012010,cleveland college preparatory school,0,3,8,0,11,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,012025,constellation schools: stockyard community middle,0,0,4,0,4,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,012026,constellation schools: collinwood village academy,0,0,0,8,8,1,1,1,0,NA,NA,NA,NA,NA
OH,2014,012029,citizens leadership academy,0,7,11,5,23,1,0,0,0,NA,NA,NA,NA,NA
OH,2014,012030,near west intergenerational school,0,5,7,0,12,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,012031,entrepreneurship preparatory school - woodland hills campus,7,0,8,3,18,0,1,0,0,NA,NA,NA,NA,NA
OH,2014,012033,foxfire intermediate school,0,0,9,0,9,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,012036,thurgood marshall high school,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012038,langston hughes high school,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012040,road to success academy,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012042,george v. voinovich reclamation academy,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012043,frederick douglass reclamation academy,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012044,capital high school,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012045,patriot preparatory academy,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012060,akros middle school,0,0,3,0,3,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,012105,southside academy,3,5,4,0,12,0,0,0,1,NA,NA,NA,NA,NA
OH,2014,012391,metro early college high school,0,0,8,14,22,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,012497,pickerington community school,0,0,3,0,3,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,012529,focus north high school,0,0,8,0,8,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,012541,university of cleveland preparatory school,0,6,6,0,12,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,012556,pearl academy,3,10,6,0,19,0,0,0,1,NA,NA,NA,NA,NA
OH,2014,012557,woodland academy,6,4,3,0,13,0,0,0,1,NA,NA,NA,NA,NA
OH,2014,012629,great expectations elementary school,0,5,0,0,5,1,0,1,1,NA,NA,NA,NA,NA
OH,2014,012631,impact academy cincinnati,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012668,garfield academy,0,6,6,0,12,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,012671,constellation schools: eastside arts academy,0,0,9,0,9,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,012683,accelerated achievement academy of north cincinnati,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,012684,broadway academy,6,3,5,0,14,0,0,0,1,NA,NA,NA,NA,NA
OH,2014,012852,citizens academy east,0,0,10,3,13,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,012924,deca prep,0,4,20,0,24,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,013030,graham primary school,0,0,7,0,7,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,013034,village preparatory school:: woodland hills campus,0,8,15,0,23,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,013132,lake erie college preparatory school,0,0,6,3,9,1,1,0,0,NA,NA,NA,NA,NA
OH,2014,013146,steam academy of dayton,0,6,4,0,10,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,013200,nexus academy of toledo,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,013226,life skills high school of cleveland,0,5,0,0,5,1,0,1,1,NA,NA,NA,NA,NA
OH,2014,013232,a+ children's academy,0,4,6,0,10,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,013240,cincinnati state stem academy,0,4,0,0,4,1,0,1,1,NA,NA,NA,NA,NA
OH,2014,013253,ohio college preparatory school,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,013254,akron preparatory school,0,6,5,0,11,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,013255,canton college preparatory school,0,0,0,4,4,1,1,1,0,NA,NA,NA,NA,NA
OH,2014,014051,northmont secondary academy,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,014060,brown street academy,0,0,3,0,3,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,014061,chapelside cleveland academy,0,5,10,0,15,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,014062,life skills high school of middletown,0,0,3,0,3,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,014063,university academy,0,4,3,0,7,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,014065,lincoln park academy,0,3,9,0,12,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,014080,aladdin academy,0,0,0,3,3,1,1,1,0,NA,NA,NA,NA,NA
OH,2014,014132,steam academy of  cincinnati,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA
OH,2014,014149,dayton smart elementary school,0,3,3,0,6,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,014187,east academy,3,5,5,0,13,0,0,0,1,NA,NA,NA,NA,NA
OH,2014,014188,discovery academy,0,0,3,0,3,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,014189,west park academy,0,5,7,0,12,1,0,0,1,NA,NA,NA,NA,NA
OH,2014,014190,life skills high school of springfield,0,0,4,0,4,1,1,0,1,NA,NA,NA,NA,NA
OH,2014,043489,akron city,13,169,1057,162,1401,0,0,0,0,NA,NA,NA,NA,NA
OH,2017,043489,akron city,NA,NA,NA,NA,1411,NA,NA,NA,NA,0,5.148095,55.430183,39.069111,0.00352609
OH,2018,043489,akron city,NA,NA,NA,NA,1405,NA,NA,NA,NA,0.1,9.5,43.7,46,0.6
OH,2019,043489,akron city,NA,NA,NA,NA,1445,NA,NA,NA,NA,0,11.200000000000001,48.9,38.7,1.2
OH,2017,043497,alliance city,NA,NA,NA,NA,200,NA,NA,NA,NA,0,2.955665,49.261083,44.827586000000004,0.02955665
OH,2018,043497,alliance city,NA,NA,NA,NA,209,NA,NA,NA,NA,0,4,55.6,39.4,1
OH,2019,043497,alliance city,NA,NA,NA,NA,205,NA,NA,NA,NA,0,7.7,53.800000000000004,37.4,1
OH,2014,043505,ashland city,0,14,127,76,217,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043505,ashland city,NA,NA,NA,NA,205,NA,NA,NA,NA,0,1.449275,26.086956,72.463768,0
OH,2018,043505,ashland city,NA,NA,NA,NA,208,NA,NA,NA,NA,0,2.5,23.5,73,1
OH,2019,043505,ashland city,NA,NA,NA,NA,195,NA,NA,NA,NA,0,2.9,31.1,65.5,0.5
OH,2014,043513,ashtabula area city,0,24,88,85,197,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043513,ashtabula area city,NA,NA,NA,NA,190,NA,NA,NA,NA,0,0.49751200000000007,32.338308,67.164179,0
OH,2018,043513,ashtabula area city,NA,NA,NA,NA,218,NA,NA,NA,NA,0,1.5,34.1,64.4,0
OH,2019,043513,ashtabula area city,NA,NA,NA,NA,222,NA,NA,NA,NA,0,2.3000000000000003,35,61.300000000000004,1.4000000000000001
OH,2014,043521,athens city,0,0,5,192,197,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,043521,athens city,NA,NA,NA,NA,182,NA,NA,NA,NA,0,0,4.4198889999999995,93.922651,0.01657458
OH,2018,043521,athens city,NA,NA,NA,NA,181,NA,NA,NA,NA,0,0,4.4,80,15.6
OH,2019,043521,athens city,NA,NA,NA,NA,182,NA,NA,NA,NA,0,0.5,10.8,88.60000000000001,0
OH,2014,043539,barberton city,0,10,71,120,201,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043539,barberton city,NA,NA,NA,NA,243,NA,NA,NA,NA,0,0.921659,34.562211999999995,61.290321999999996,0.03225806
OH,2018,043539,barberton city,NA,NA,NA,NA,250,NA,NA,NA,NA,0,1.3,32,65.8,0.9
OH,2019,043539,barberton city,NA,NA,NA,NA,260,NA,NA,NA,NA,0,2.6,39.5,57.9,0
OH,2014,043547,bay village city,0,0,44,121,165,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,043547,bay village city,NA,NA,NA,NA,168,NA,NA,NA,NA,0,0,8.641975,91.358024,0
OH,2018,043547,bay village city,NA,NA,NA,NA,170,NA,NA,NA,NA,0,0.6,4.9,88.3,6.1000000000000005
OH,2019,043547,bay village city,NA,NA,NA,NA,170,NA,NA,NA,NA,0,0.6,9,89.8,0.6
OH,2014,043554,beachwood city,0,0,5,127,132,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,043554,beachwood city,NA,NA,NA,NA,128,NA,NA,NA,NA,0,0.775193,8.527131,90.69767399999999,0
OH,2018,043554,beachwood city,NA,NA,NA,NA,130,NA,NA,NA,NA,0,0.8,10.8,88.5,0
OH,2019,043554,beachwood city,NA,NA,NA,NA,135,NA,NA,NA,NA,0,1.5,6.8,91,0.8
OH,2014,043562,bedford city,0,26,172,29,227,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043562,bedford city,NA,NA,NA,NA,225,NA,NA,NA,NA,0,3.9822999999999995,64.601769,31.415929,0
OH,2018,043562,bedford city,NA,NA,NA,NA,219,NA,NA,NA,NA,0,9.6,60.6,28.900000000000002,0.9
OH,2019,043562,bedford city,NA,NA,NA,NA,216,NA,NA,NA,NA,0.5,10.200000000000001,54.6,33.7,1
OH,2014,043570,bellaire local,0,5,34,27,66,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043570,bellaire local,NA,NA,NA,NA,51,NA,NA,NA,NA,0,7.042253,22.535211,70.422535,0
OH,2018,043570,bellaire local,NA,NA,NA,NA,73,NA,NA,NA,NA,0,5.6000000000000005,22.5,69,2.8000000000000003
OH,2019,043570,bellaire local,NA,NA,NA,NA,77,NA,NA,NA,NA,0,2.7,27.400000000000002,67.1,2.7
OH,2014,043588,bellefontaine city,0,14,66,90,170,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043588,bellefontaine city,NA,NA,NA,NA,191,NA,NA,NA,NA,0,2.29885,45.977011000000005,51.724137000000006,0
OH,2018,043588,bellefontaine city,NA,NA,NA,NA,163,NA,NA,NA,NA,0,5.2,51.2,43,0.6
OH,2019,043588,bellefontaine city,NA,NA,NA,NA,164,NA,NA,NA,NA,0,2.3000000000000003,56.7,39.2,1.8
OH,2014,043596,bellevue city,0,14,66,44,124,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043596,bellevue city,NA,NA,NA,NA,113,NA,NA,NA,NA,0,0,30.578512000000003,69.421487,0
OH,2018,043596,bellevue city,NA,NA,NA,NA,115,NA,NA,NA,NA,0,1.7,25.2,73.10000000000001,0
OH,2019,043596,bellevue city,NA,NA,NA,NA,116,NA,NA,NA,NA,0,5.8,32.2,62,0
OH,2014,043604,belpre city,0,12,26,18,56,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043604,belpre city,NA,NA,NA,NA,57,NA,NA,NA,NA,0,0,62.71186399999999,37.288135,0
OH,2018,043604,belpre city,NA,NA,NA,NA,55,NA,NA,NA,NA,0,10,53.300000000000004,36.7,0
OH,2019,043604,belpre city,NA,NA,NA,NA,58,NA,NA,NA,NA,0,5.1000000000000005,67.8,27.1,0
OH,2014,043612,berea city,0,7,383,12,402,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043612,berea city,NA,NA,NA,NA,392,NA,NA,NA,NA,0,1.061008,32.625994000000006,61.007957000000005,0.05305039
OH,2018,043612,berea city,NA,NA,NA,NA,388,NA,NA,NA,NA,0,1.1,30.2,63.9,4.9
OH,2019,043612,berea city,NA,NA,NA,NA,391,NA,NA,NA,NA,0,0,26.5,67.3,6.2
OH,2017,043620,bexley city,NA,NA,NA,NA,162,NA,NA,NA,NA,0,0,36.196319,59.509202,0.04294478
OH,2018,043620,bexley city,NA,NA,NA,NA,166,NA,NA,NA,NA,0,0,30.5,69.5,0
OH,2019,043620,bexley city,NA,NA,NA,NA,174,NA,NA,NA,NA,0,0.6,46.4,52.5,0.6
OH,2014,043638,bowling green city school district,0,7,61,110,178,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043638,bowling green city school district,NA,NA,NA,NA,192,NA,NA,NA,NA,0,0,16.410256,81.538461,0.02051282
OH,2018,043638,bowling green city school district,NA,NA,NA,NA,193,NA,NA,NA,NA,0,0,16.2,83.8,0
OH,2019,043638,bowling green city school district,NA,NA,NA,NA,194,NA,NA,NA,NA,0,0,16.3,81.10000000000001,2.6
OH,2017,043646,brecksville-broadview heights city,NA,NA,NA,NA,217,NA,NA,NA,NA,0,0,23.076923,76.49572599999999,0.0042735
OH,2018,043646,brecksville-broadview heights city,NA,NA,NA,NA,217,NA,NA,NA,NA,0.4,1.8,16.3,81.5,0
OH,2019,043646,brecksville-broadview heights city,NA,NA,NA,NA,216,NA,NA,NA,NA,0,1.3,29.8,68.9,0
OH,2014,043653,brooklyn city,0,19,52,22,93,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043653,brooklyn city,NA,NA,NA,NA,83,NA,NA,NA,NA,0,0,49.411764000000005,48.235294,0.02352941
OH,2018,043653,brooklyn city,NA,NA,NA,NA,81,NA,NA,NA,NA,0,2.3000000000000003,41.9,55.800000000000004,0
OH,2019,043653,brooklyn city,NA,NA,NA,NA,78,NA,NA,NA,NA,1.2,2.3000000000000003,59.300000000000004,37.2,0
OH,2014,043661,brunswick city,0,0,38,370,408,1,1,0,0,NA,NA,NA,NA,NA
OH,2017,043661,brunswick city,NA,NA,NA,NA,395,NA,NA,NA,NA,0,0.495049,49.50495,50,0
OH,2018,043661,brunswick city,NA,NA,NA,NA,402,NA,NA,NA,NA,0,1.5,62.5,35.4,0.5
OH,2019,043661,brunswick city,NA,NA,NA,NA,393,NA,NA,NA,NA,0,0.8,68.8,30.400000000000002,0
OH,2014,043679,bryan city,0,8,84,45,137,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043679,bryan city,NA,NA,NA,NA,141,NA,NA,NA,NA,0,0,73.282442,22.900762999999998,0.03816793
OH,2018,043679,bryan city,NA,NA,NA,NA,139,NA,NA,NA,NA,0,0.7000000000000001,66.9,27.2,5.1000000000000005
OH,2019,043679,bryan city,NA,NA,NA,NA,145,NA,NA,NA,NA,0,4.4,60.6,35,0
OH,2014,043687,bucyrus city,0,5,32,26,63,1,0,0,0,NA,NA,NA,NA,NA
OH,2017,043687,bucyrus city,NA,NA,NA,NA,98,NA,NA,NA,NA,0,5.2631570000000005,28.421052000000003,66.31578900000001,0
OH,2018,043687,bucyrus city,NA,NA,NA,NA,97,NA,NA,NA,NA,0,4.2,42.7,49,4.2
OH,2019,043687,bucyrus city,NA,NA,NA,NA,93,NA,NA,NA,NA,0,1,45.800000000000004,53.1,0
OH,2014,043695,cambridge city,0,15,89,44,148,1,0,0,0,NA,NA,NA,NA,NA
