name,e4,e3,e2,e1,eu,et,year,state,localid
Wes-Del Community Schools,25,40,1,NA,2,68,2016,IN,1885
Wes-Del Community Schools,22,38,NA,NA,10,70,2017,IN,1885
Wes-Del Community Schools,26,38,1,NA,5,70,2018,IN,1885
Wes-Del Community Schools,32,31,1,NA,6,70,2019,IN,1885
West Central School Corp,5,57,4,0,6,72,2013,IN,6630
West Central School Corp,5,53,1,NA,12,71,2014,IN,6630
West Central School Corp,15,69,NA,2,2,88,2015,IN,6630
West Central School Corp,6,69,3,NA,2,80,2016,IN,6630
West Central School Corp,10,54,1,NA,NA,65,2017,IN,6630
West Central School Corp,14,46,NA,NA,4,64,2018,IN,6630
West Central School Corp,10,52,NA,NA,1,63,2019,IN,6630
West Clark Community Schools,0,286,2,0,0,288,2013,IN,940
West Clark Community Schools,NA,293,2,NA,NA,295,2014,IN,0940
West Clark Community Schools,NA,NA,NA,NA,316,316,2015,IN,0940
West Clark Community Schools,NA,NA,NA,NA,325,325,2016,IN,0940
West Clark Community Schools,NA,312,4,NA,5,321,2017,IN,0940
West Clark Community Schools,58,266,2,NA,9,335,2018,IN,0940
West Clark Community Schools,99,202,1,NA,16,318,2019,IN,0940
West Lafayette Com School Corp,75,51,3,0,19,148,2013,IN,7875
West Lafayette Com School Corp,98,43,3,NA,9,153,2014,IN,7875
West Lafayette Com School Corp,119,38,2,NA,1,160,2015,IN,7875
West Lafayette Com School Corp,121,47,NA,NA,4,172,2016,IN,7875
West Lafayette Com School Corp,113,46,2,NA,4,165,2017,IN,7875
West Lafayette Com School Corp,121,41,2,NA,6,170,2018,IN,7875
West Lafayette Com School Corp,138,29,1,NA,5,173,2019,IN,7875
West Noble School Corporation,27,146,6,0,2,181,2013,IN,6065
West Noble School Corporation,48,129,1,NA,4,182,2014,IN,6065
West Noble School Corporation,89,94,NA,NA,29,212,2015,IN,6065
West Noble School Corporation,98,90,2,1,5,196,2016,IN,6065
West Noble School Corporation,92,56,NA,NA,23,171,2017,IN,6065
West Noble School Corporation,83,73,NA,NA,11,167,2018,IN,6065
West Noble School Corporation,80,70,1,NA,17,168,2019,IN,6065
West Washington School Corp,14,46,1,0,1,62,2013,IN,8220
West Washington School Corp,12,48,NA,NA,NA,60,2014,IN,8220
West Washington School Corp,23,43,1,NA,2,69,2015,IN,8220
West Washington School Corp,16,46,NA,NA,1,63,2016,IN,8220
West Washington School Corp,10,31,NA,NA,15,56,2017,IN,8220
West Washington School Corp,20,30,NA,NA,11,61,2018,IN,8220
West Washington School Corp,19,38,NA,NA,6,63,2019,IN,8220
Western Boone Co Com Sch Dist,21,82,9,0,8,120,2013,IN,615
Western Boone Co Com Sch Dist,41,72,NA,1,1,115,2014,IN,0615
Western Boone Co Com Sch Dist,42,69,3,1,2,117,2015,IN,0615
Western Boone Co Com Sch Dist,17,86,5,NA,2,110,2016,IN,0615
Western Boone Co Com Sch Dist,14,81,6,NA,6,107,2017,IN,0615
Western Boone Co Com Sch Dist,15,89,1,NA,5,110,2018,IN,0615
Western Boone Co Com Sch Dist,10,94,5,NA,1,110,2019,IN,0615
Western School Corp,50,125,1,0,10,186,2013,IN,3490
Western School Corp,71,110,3,NA,7,191,2014,IN,3490
Western School Corp,79,101,NA,NA,23,203,2015,IN,3490
Western School Corporation,70,125,NA,NA,12,207,2016,IN,3490
Western School Corporation,158,32,NA,NA,4,194,2017,IN,3490
Western School Corporation,69,114,4,NA,10,197,2018,IN,3490
Western School Corporation,81,103,3,NA,11,198,2019,IN,3490
Western Wayne Schools,37,23,2,1,5,68,2013,IN,8355
Western Wayne Schools,37,28,3,NA,7,75,2014,IN,8355
Western Wayne Schools,39,19,1,NA,6,65,2015,IN,8355
Western Wayne Schools,27,43,1,NA,14,85,2016,IN,8355
Western Wayne Schools,26,38,NA,NA,8,72,2017,IN,8355
Western Wayne Schools,29,30,NA,NA,11,70,2018,IN,8355
Western Wayne Schools,14,33,5,NA,12,64,2019,IN,8355
Westfield-Washington Schools,368,89,1,NA,11,469,2015,IN,3030
Westfield-Washington Schools,399,54,4,NA,28,485,2016,IN,3030
Westfield-Washington Schools,444,49,5,NA,10,508,2017,IN,3030
Westfield-Washington Schools,482,44,1,NA,23,550,2018,IN,3030
Westfield-Washington Schools,516,39,2,NA,19,576,2019,IN,3030
Westview School Corporation,0,151,0,0,0,151,2013,IN,4525
Westview School Corporation,35,118,2,NA,4,159,2014,IN,4525
Westview School Corporation,40,122,NA,NA,11,173,2015,IN,4525
Westview School Corporation,75,78,1,NA,8,162,2016,IN,4525
Westview School Corporation,87,65,1,NA,5,158,2017,IN,4525
Westview School Corporation,85,71,NA,NA,2,158,2018,IN,4525
Westview School Corporation,92,60,1,NA,3,156,2019,IN,4525
White River Valley Sch Dist,14,34,2,0,10,60,2013,IN,2980
White River Valley Sch Dist,12,25,NA,NA,22,59,2014,IN,2980
White River Valley Sch Dist,7,36,1,2,13,59,2015,IN,2980
White River Valley School District,5,30,1,NA,5,41,2016,IN,2980
White River Valley School District,7,34,1,NA,15,57,2017,IN,2980
White River Valley School District,8,40,NA,NA,10,58,2018,IN,2980
White River Valley School District,17,28,1,NA,11,57,2019,IN,2980
Whiting School City,6,53,2,0,1,62,2013,IN,4760
Whiting School City,2,53,5,NA,2,62,2014,IN,4760
Whitko Community School Corp,22,85,2,0,0,109,2013,IN,4455
Whitko Community School Corp,24,89,NA,NA,4,117,2014,IN,4455
Whitko Community School Corp,33,44,NA,NA,34,111,2015,IN,4455
Whitko Community School Corp,40,56,NA,NA,NA,96,2016,IN,4455
Whitko Community School Corp,27,70,NA,NA,2,99,2017,IN,4455
Whitko Community School Corp,50,46,3,NA,NA,99,2018,IN,4455
Whitko Community School Corp,31,43,NA,NA,23,97,2019,IN,4455
Whitley County Con Schools,81,129,1,NA,12,223,2017,IN,8665
Whitley County Con Schools,97,114,4,2,9,226,2018,IN,8665
Whitley County Con Schools,124,92,1,NA,16,233,2019,IN,8665
Xavier School of Excellence,4,8,6,1,4,23,2015,IN,9845
Xavier School of Excellence,5,6,2,NA,NA,13,2017,IN,9845
Yorktown Community Schools,16,111,5,0,6,138,2013,IN,1910
Yorktown Community Schools,43,87,NA,NA,5,135,2014,IN,1910
Yorktown Community Schools,46,76,NA,NA,20,142,2015,IN,1910
Yorktown Community Schools,103,27,1,NA,10,141,2016,IN,1910
Yorktown Community Schools,108,34,NA,NA,4,146,2017,IN,1910
Yorktown Community Schools,97,51,1,NA,3,152,2018,IN,1910
Yorktown Community Schools,93,59,1,NA,3,156,2019,IN,1910
Zionsville Community Schools,138,189,0,0,36,363,2013,IN,630
Zionsville Community Schools,169,169,1,NA,35,374,2014,IN,0630
Zionsville Community Schools,154,197,NA,NA,61,412,2015,IN,0630
Zionsville Community Schools,166,203,1,NA,43,413,2016,IN,0630
Zionsville Community Schools,195,178,3,1,60,437,2017,IN,0630
Zionsville Community Schools,285,116,1,NA,63,465,2018,IN,0630
Zionsville Community Schools,293,125,1,NA,57,476,2019,IN,0630
