name,e4,e3,e2,e1,eu,et,year,state,localid
Greenwood Community Sch Corp,154,94,1,NA,4,253,2016,IN,4245
Greenwood Community Sch Corp,78,156,NA,1,5,240,2017,IN,4245
Greenwood Community Sch Corp,158,74,3,NA,3,238,2018,IN,4245
Greenwood Community Sch Corp,159,79,2,NA,4,244,2019,IN,4245
Griffith Public Schools,17,107,8,4,0,136,2013,IN,4700
Griffith Public Schools,32,69,2,2,21,126,2014,IN,4700
Griffith Public Schools,56,104,4,NA,11,175,2015,IN,4700
Griffith Public Schools,74,62,1,NA,29,166,2016,IN,4700
Griffith Public Schools,74,44,2,NA,17,137,2017,IN,4700
Griffith Public Schools,72,50,1,NA,16,139,2018,IN,4700
Griffith Public Schools,67,71,1,NA,NA,139,2019,IN,4700
Hamilton Community Schools,3,35,3,NA,9,50,2015,IN,7610
Hamilton Community Schools,2,45,NA,NA,5,52,2016,IN,7610
Hamilton Community Schools,2,33,4,NA,NA,39,2017,IN,7610
Hamilton Community Schools,1,32,NA,NA,2,35,2018,IN,7610
Hamilton Community Schools,1,31,NA,NA,NA,32,2019,IN,7610
Hamilton Heights School Corp,46,92,0,0,4,142,2013,IN,3025
Hamilton Heights School Corp,47,83,2,2,9,143,2014,IN,3025
Hamilton Heights School Corp,83,75,2,NA,5,165,2015,IN,3025
Hamilton Heights School Corp,53,96,NA,NA,9,158,2016,IN,3025
Hamilton Heights School Corp,46,86,2,NA,7,141,2017,IN,3025
Hamilton Heights School Corp,66,74,NA,NA,3,143,2018,IN,3025
Hamilton Heights School Corp,64,74,NA,NA,9,147,2019,IN,3025
Hamilton Southeastern Schools,345,774,5,1,38,1163,2013,IN,3005
Hamilton Southeastern Schools,450,676,5,3,47,1181,2014,IN,3005
Hamilton Southeastern Schools,637,542,4,NA,35,1218,2015,IN,3005
Hamilton Southeastern Schools,520,721,7,NA,24,1272,2016,IN,3005
Hamilton Southeastern Schools,574,683,9,NA,38,1304,2017,IN,3005
Hamilton Southeastern Schools,676,619,6,NA,30,1331,2018,IN,3005
Hamilton Southeastern Schools,579,738,6,NA,52,1375,2019,IN,3005
Hammond Academy of Science & Tech,14,20,10,1,NA,45,2014,IN,9705
Hammond Academy of Science & Tech,21,7,6,NA,4,38,2015,IN,9705
Hammond Academy of Science & Tech,14,11,3,NA,9,37,2016,IN,9705
Hammond Academy of Science & Tech,21,8,NA,NA,10,39,2017,IN,9705
Hammond Academy of Science & Tech,24,11,NA,NA,6,41,2018,IN,9705
Hammond Academy of Science & Tech,24,9,NA,NA,11,44,2019,IN,9705
Hancock Madison Shelby Ed Services,82,35,1,NA,7,125,2014,IN,3130
Hancock Madison Shelby Ed Services,26,8,1,NA,1,36,2015,IN,3130
Hancock Madison Shelby Ed Services,27,68,2,4,NA,101,2016,IN,3130
Hanover Community School Corp,0,0,0,0,120,120,2013,IN,4580
Hanover Community School Corp,NA,NA,NA,NA,117,117,2014,IN,4580
Hanover Community School Corp,89,30,5,1,7,132,2015,IN,4580
Hanover Community School Corp,97,13,6,1,1,118,2016,IN,4580
Hanover Community School Corp,96,11,2,3,11,123,2017,IN,4580
Hanover Community School Corp,107,21,1,1,4,134,2018,IN,4580
Hanover Community School Corp,114,10,NA,NA,17,141,2019,IN,4580
Heartland Career Center,12,4,NA,1,4,21,2014,IN,8065
Heartland Career Center,8,10,1,NA,2,21,2015,IN,8065
Heartland Career Center,5,12,1,NA,2,20,2016,IN,8065
Heartland Career Center,7,12,NA,NA,NA,19,2017,IN,8065
Heartland Career Center,9,9,1,NA,NA,19,2018,IN,8065
Heartland Career Center,7,10,NA,NA,2,19,2019,IN,8065
Herron Charter,23,14,3,NA,23,63,2015,IN,9650
Herron Charter,21,16,6,1,26,70,2016,IN,9650
Herron Charter,25,22,5,1,26,79,2017,IN,9650
Herron Charter,29,13,10,1,36,89,2018,IN,9650
Herron Charter,51,27,5,NA,8,91,2019,IN,9650
Higher Institute of Arts & Tech,NA,7,NA,NA,9,16,2019,IN,NA
Hoosier Acad Virtual Charter,NA,NA,NA,NA,96,96,2017,IN,9865
Hoosier Academy - Indianapolis,NA,NA,NA,NA,44,44,2017,IN,9805
Hoosier Academy - Indianapolis,1,35,2,NA,27,65,2018,IN,9805
Hoosier Academy - Indianapolis,15,17,NA,NA,19,51,2019,IN,9805
Hope Academy,1,7,NA,NA,2,10,2015,IN,9655
Hope Academy,2,6,NA,NA,3,11,2016,IN,9655
Hope Academy,1,6,NA,NA,1,8,2017,IN,9655
Hope Academy,1,8,NA,NA,NA,9,2018,IN,9655
Hope Academy,1,5,NA,NA,3,9,2019,IN,9655
Huntington Co Com Sch Corp,169,235,3,0,0,407,2013,IN,3625
Huntington Co Com Sch Corp,140,255,9,NA,NA,404,2014,IN,3625
Huntington Co Com Sch Corp,190,224,12,1,14,441,2015,IN,3625
Huntington Co Com Sch Corp,221,186,8,NA,NA,415,2016,IN,3625
Huntington Co Com Sch Corp,207,151,4,NA,23,385,2017,IN,3625
Huntington Co Com Sch Corp,211,159,3,1,10,384,2018,IN,3625
Huntington Co Com Sch Corp,241,119,4,NA,14,378,2019,IN,3625
Ignite Achievement Academy,5,20,8,NA,6,39,2018,IN,9010
Ignite Achievement Academy,7,7,NA,NA,25,39,2019,IN,9010
IN Math & Science Academy,7,7,1,NA,26,41,2015,IN,9785
IN Math & Science Academy,5,12,1,NA,NA,18,2016,IN,9785
IN Math & Science Academy,10,25,5,NA,4,44,2017,IN,9785
IN Math & Science Academy,14,22,4,NA,4,44,2018,IN,9785
IN Math & Science Academy,8,30,4,NA,6,48,2019,IN,9785
IN Math & Science Academy - North,14,20,10,3,NA,47,2015,IN,9895
IN Math & Science Academy - North,14,15,3,NA,NA,32,2016,IN,9895
IN Math & Science Academy - North,17,25,8,NA,2,52,2017,IN,9895
IN Math & Science Academy - North,12,36,3,NA,1,52,2018,IN,9895
IN Math & Science Academy - North,15,21,5,NA,16,57,2019,IN,9895
IN Math & Science Academy - South,3,4,6,5,NA,18,2015,IN,NA
IN Math & Science Academy - South,7,8,2,NA,2,19,2016,IN,NA
Indiana Agriculture and Technology,1,NA,NA,NA,2,3,2019,IN,NA
Indiana Connections Academy,3,87,5,NA,14,109,2014,IN,9905
Indiana Connections Academy,1,98,14,1,3,117,2015,IN,9905
Indiana Connections Academy,4,104,6,NA,9,123,2016,IN,9905
Indiana Connections Academy,17,129,2,NA,1,149,2017,IN,9905
Indiana Connections Academy,15,148,4,NA,3,170,2018,IN,9905
Indiana Connections Academy,13,149,4,NA,8,174,2019,IN,9905
Indiana Connections Career Academy,NA,9,2,NA,1,12,2018,IN,9035
Indiana Connections Career Academy,1,15,2,NA,NA,18,2019,IN,9035
Indiana Virtual Pathways Academy,NA,31,NA,NA,1,32,2018,IN,NA
Indiana Virtual School,NA,NA,NA,NA,NA,NA,2015,IN,9890
Indiana Virtual School,2,11,NA,NA,9,22,2016,IN,9890
Indiana Virtual School,NA,21,NA,NA,4,25,2017,IN,9890
Indiana Virtual School,NA,37,NA,NA,1,38,2018,IN,9890
Indianapolis Academy of Excellence,NA,6,2,1,NA,9,2016,IN,9780
Indianapolis Academy of Excellence,NA,2,4,NA,2,8,2017,IN,9780
Indianapolis Academy of Excellence,4,3,3,NA,NA,10,2018,IN,9780
Indianapolis Academy of Excellence,5,3,3,NA,NA,11,2019,IN,9780
Indianapolis Lighthouse East,NA,9,4,NA,7,20,2016,IN,9770
Indianapolis Lighthouse East,1,13,NA,NA,13,27,2017,IN,9770
Indianapolis Lighthouse East,NA,7,5,7,11,30,2018,IN,9770
Indianapolis Metropolitan High Sch,1,12,1,NA,29,43,2014,IN,9670
Indianapolis Metropolitan High Sch,6,13,2,NA,15,36,2015,IN,9670
Indianapolis Metropolitan High Sch,1,12,2,NA,19,34,2016,IN,9670
Indianapolis Metropolitan High Sch,NA,8,8,NA,19,35,2017,IN,9670
Indianapolis Metropolitan High Sch,NA,8,8,4,12,32,2018,IN,9670
Indianapolis Metropolitan High Sch,1,18,4,NA,17,40,2019,IN,9670
Indianapolis Public Schools,347,2028,150,5,142,2672,2013,IN,5385
Indianapolis Public Schools,369,1598,146,4,568,2685,2014,IN,5385
Indianapolis Public Schools,753,2476,109,36,260,3634,2015,IN,5385
Indianapolis Public Schools,1321,2365,189,83,485,4443,2016,IN,5385
Indianapolis Public Schools,323,1707,209,43,346,2628,2017,IN,5385
Indianapolis Public Schools,219,1567,155,35,630,2606,2018,IN,5385
Indianapolis Public Schools,421,1249,45,8,617,2340,2019,IN,5385
Indpls Lighthouse Charter School,10,29,16,NA,32,87,2015,IN,9575
Indpls Lighthouse Charter School,3,33,11,NA,21,68,2016,IN,9575
Indpls Lighthouse Charter School,22,20,9,3,13,67,2017,IN,9575
Indpls Lighthouse Charter School,13,38,6,NA,18,75,2018,IN,9575
Insight School of Indiana,NA,NA,NA,NA,23,23,2017,IN,9120
Insight School of Indiana,1,27,2,NA,12,42,2018,IN,9120
Insight School of Indiana,8,21,NA,NA,31,60,2019,IN,9120
Inspire Academy - A Sch of Inquiry,NA,NA,NA,NA,12,12,2014,IN,9735
Inspire Academy - A Sch of Inquiry,NA,NA,NA,NA,NA,NA,2015,IN,9735
Inspire Academy - A Sch of Inquiry,NA,7,1,NA,NA,8,2016,IN,9735
Inspire Academy - A Sch of Inquiry,NA,7,NA,NA,2,9,2017,IN,9735
Inspire Academy - A Sch of Inquiry,NA,7,NA,NA,4,11,2018,IN,9735
Inspire Academy - A Sch of Inquiry,NA,7,NA,NA,5,12,2019,IN,9735
Irvington Community School,7,27,2,NA,41,77,2014,IN,9330
Irvington Community School,10,53,NA,NA,17,80,2015,IN,9330
Irvington Community School,6,45,NA,NA,25,76,2016,IN,9330
Irvington Community School,15,35,5,NA,12,67,2018,IN,9330
Irvington Community School,19,32,4,NA,8,63,2019,IN,9330
J & R Phalen Leadership Academy,NA,12,NA,NA,3,15,2018,IN,9045
J & R Phalen Leadership Academy,NA,16,NA,NA,12,28,2019,IN,9045
Jac-Cen-Del Community Sch Corp,10,41,2,0,9,62,2013,IN,6900
Jac-Cen-Del Community Sch Corp,25,29,NA,NA,10,64,2014,IN,6900
Jac-Cen-Del Community Sch Corp,47,12,NA,NA,4,63,2015,IN,6900
Jac-Cen-Del Community Sch Corp,40,19,1,NA,3,63,2016,IN,6900
Jac-Cen-Del Community Sch Corp,33,28,1,NA,NA,62,2017,IN,6900
Jac-Cen-Del Community Sch Corp,42,18,1,NA,1,62,2018,IN,6900
Jac-Cen-Del Community Sch Corp,48,11,NA,NA,1,60,2019,IN,6900
Jay School Corp,101,163,4,NA,10,278,2014,IN,3945
Jay School Corporation,163,120,NA,1,3,287,2015,IN,3945
Jay School Corporation,178,89,NA,1,6,274,2016,IN,3945
Jay School Corporation,163,69,2,NA,23,257,2017,IN,3945
Jay School Corporation,175,55,4,NA,7,241,2018,IN,3945
Jay School Corporation,173,45,NA,NA,22,240,2019,IN,3945
Jennings County School Corporation,130,207,1,2,5,345,2015,IN,4015
Jennings County School Corporation,168,173,NA,NA,NA,341,2016,IN,4015
Jennings County School Corporation,138,169,3,NA,NA,310,2017,IN,4015
Jennings County School Corporation,137,165,NA,NA,3,305,2018,IN,4015
Jennings County School Corporation,150,149,NA,NA,4,303,2019,IN,4015
Jennings County Schools,90,246,8,2,0,346,2013,IN,4015
Jennings County Schools,94,236,6,2,5,343,2014,IN,4015
John Glenn School Corporation,14,114,6,0,0,134,2013,IN,7150
John Glenn School Corporation,29,81,1,NA,NA,111,2014,IN,7150
John Glenn School Corporation,44,97,2,NA,NA,143,2015,IN,7150
John Glenn School Corporation,38,96,2,NA,4,140,2016,IN,7150
John Glenn School Corporation,48,80,3,NA,1,132,2017,IN,7150
John Glenn School Corporation,74,53,NA,2,3,132,2018,IN,7150
John Glenn School Corporation,73,56,2,NA,3,134,2019,IN,7150
Joint Ed Services IN Spec Ed,NA,NA,NA,NA,NA,NA,2013,IN,5450
Joshua Academy,2,15,3,1,1,22,2015,IN,9495
Joshua Academy,2,13,3,NA,2,20,2016,IN,9495
Joshua Academy,4,12,NA,NA,3,19,2017,IN,9495
Joshua Academy,4,10,3,NA,1,18,2018,IN,9495
Joshua Academy,4,8,1,NA,4,17,2019,IN,9495
Kankakee Valley School Corp,78,136,1,NA,17,232,2015,IN,3785
Kankakee Valley School Corp,45,174,4,1,12,236,2016,IN,3785
Kankakee Valley School Corp,59,148,1,NA,18,226,2017,IN,3785
Kankakee Valley School Corp,111,96,3,NA,14,224,2018,IN,3785
Kankakee Valley School Corp,133,80,3,2,8,226,2019,IN,3785
Kindezi Academy,NA,7,4,1,1,13,2017,IN,9115
Kindezi Academy,NA,8,3,2,3,16,2018,IN,9115
Kindezi Academy,2,9,1,NA,6,18,2019,IN,9115
KIPP Indpls College Preparatory,2,6,2,NA,18,28,2014,IN,9400
KIPP Indpls College Preparatory,1,11,13,2,8,35,2015,IN,9400
KIPP Indy College Prep Middle,3,17,5,NA,NA,25,2016,IN,9400
KIPP Indy College Prep Middle,3,15,5,NA,5,28,2017,IN,9400
KIPP Indy College Prep Middle,5,10,3,NA,8,26,2018,IN,9400
KIPP Indy College Prep Middle,6,8,2,1,9,26,2019,IN,9400
KIPP Indy Unite Elementary,2,7,2,1,1,13,2015,IN,9410
KIPP Indy Unite Elementary,1,6,1,NA,13,21,2016,IN,9410
KIPP Indy Unite Elementary,1,8,7,4,3,23,2017,IN,9410
KIPP Indy Unite Elementary,NA,18,8,1,11,38,2018,IN,9410
KIPP Indy Unite Elementary,12,12,5,NA,11,40,2019,IN,9410
Knox Community School Corp,56,70,5,1,4,136,2014,IN,7525
Knox Community School Corp,64,58,3,NA,11,136,2015,IN,7525
Knox Community School Corp,81,47,NA,1,1,130,2016,IN,7525
Knox Community School Corp,64,57,1,1,NA,123,2017,IN,7525
Knox Community School Corp,74,46,4,NA,NA,124,2018,IN,7525
Knox Community School Corp,83,37,2,NA,NA,122,2019,IN,7525
Kokomo School Corporation,258,160,20,9,30,477,2013,IN,3500
Kokomo School Corporation,290,159,9,3,33,494,2014,IN,3500
Kokomo School Corporation,384,97,5,2,19,507,2015,IN,3500
Kokomo School Corporation,359,96,1,1,31,488,2016,IN,3500
Kokomo School Corporation,354,78,3,4,27,466,2017,IN,3500
Kokomo School Corporation,343,87,3,1,25,459,2018,IN,3500
Kokomo School Corporation,351,65,4,1,38,459,2019,IN,3500
Lafayette School Corporation,198,355,16,2,17,588,2013,IN,7855
Lafayette School Corporation,257,294,23,1,11,586,2014,IN,7855
Lafayette School Corporation,321,295,10,NA,3,629,2015,IN,7855
Lafayette School Corporation,335,352,8,2,8,705,2016,IN,7855
Lafayette School Corporation,319,312,14,1,7,653,2017,IN,7855
Lafayette School Corporation,334,302,5,1,3,645,2018,IN,7855
Lafayette School Corporation,352,294,5,NA,8,659,2019,IN,7855
Lake Central School Corp,128,408,0,2,37,575,2013,IN,4615
Lake Central School Corp,260,279,3,NA,35,577,2014,IN,4615
Lake Central School Corp,254,294,4,17,16,585,2015,IN,4615
Lake Central School Corporation,253,348,1,2,16,620,2016,IN,4615
Lake Central School Corporation,252,308,NA,NA,19,579,2017,IN,4615
Lake Central School Corporation,337,220,1,1,16,575,2018,IN,4615
Lake Central School Corporation,408,144,2,NA,23,577,2019,IN,4615
Lake Ridge New Tech Schools,12,119,8,NA,10,149,2015,IN,4650
Lake Ridge New Tech Schools,11,109,4,NA,3,127,2016,IN,4650
Lake Ridge New Tech Schools,11,95,1,NA,20,127,2017,IN,4650
Lake Ridge New Tech Schools,12,97,1,NA,20,130,2018,IN,4650
Lake Ridge New Tech Schools,8,79,NA,NA,32,119,2019,IN,4650
Lake Ridge Schools,9,100,8,4,11,132,2013,IN,4650
Lake Ridge Schools,8,104,4,NA,4,120,2014,IN,4650
Lake Station Community Schools,31,78,NA,NA,12,121,2015,IN,4680
Lake Station Community Schools,58,26,NA,NA,11,95,2016,IN,4680
Lake Station Community Schools,64,10,1,1,5,81,2017,IN,4680
Lake Station Community Schools,50,14,NA,NA,5,69,2018,IN,4680
Lake Station Community Schools,44,20,3,1,3,71,2019,IN,4680
Lakeland School Corporation,28,107,7,4,4,150,2013,IN,4535
Lakeland School Corporation,45,89,2,2,16,154,2014,IN,4535
Lakeland School Corporation,88,63,NA,NA,20,171,2015,IN,4535
Lakeland School Corporation,73,77,NA,1,6,157,2016,IN,4535
Lakeland School Corporation,55,85,3,NA,2,145,2017,IN,4535
Lakeland School Corporation,47,90,2,NA,4,143,2018,IN,4535
Lakeland School Corporation,37,81,2,NA,21,141,2019,IN,4535
Lanesville Community School Corp,1,39,0,0,0,40,2013,IN,3160
Lanesville Community School Corp,7,31,2,NA,NA,40,2014,IN,3160
Lanesville Community School Corp,13,34,NA,NA,3,50,2015,IN,3160
Lanesville Community School Corp,19,34,NA,NA,NA,53,2016,IN,3160
Lanesville Community School Corp,18,25,NA,NA,NA,43,2017,IN,3160
Lanesville Community School Corp,19,22,1,NA,NA,42,2018,IN,3160
Lanesville Community School Corp,20,24,NA,NA,NA,44,2019,IN,3160
LaPorte Community School Corp,183,258,4,0,13,458,2013,IN,4945
LaPorte Community School Corp,252,203,3,1,1,460,2014,IN,4945
LaPorte Community School Corp,299,171,NA,NA,2,472,2015,IN,4945
LaPorte Community School Corp,291,207,1,NA,5,504,2016,IN,4945
LaPorte Community School Corp,330,138,NA,NA,22,490,2017,IN,4945
LaPorte Community School Corp,282,164,1,NA,43,490,2018,IN,4945
LaPorte Community School Corp,329,115,NA,NA,51,495,2019,IN,4945
Lawrenceburg Com School Corp,40,75,5,0,7,127,2013,IN,1620
Lawrenceburg Com School Corp,85,40,1,NA,NA,126,2014,IN,1620
Lawrenceburg Com School Corp,113,23,2,NA,3,141,2015,IN,1620
Lawrenceburg Community School Corp,112,32,NA,NA,2,146,2016,IN,1620
Lawrenceburg Community School Corp,112,20,NA,NA,6,138,2017,IN,1620
Lawrenceburg Community School Corp,112,19,NA,NA,3,134,2018,IN,1620
Lawrenceburg Community School Corp,118,15,1,NA,5,139,2019,IN,1620
Lebanon Community School Corp,22,182,1,1,0,206,2013,IN,665
Lebanon Community School Corp,72,159,2,NA,21,254,2014,IN,0665
Lebanon Community School Corp,113,142,1,NA,10,266,2015,IN,0665
Lebanon Community School Corp,39,222,3,NA,NA,264,2016,IN,0665
Lebanon Community School Corp,74,149,NA,3,7,233,2017,IN,0665
Lebanon Community School Corp,65,169,3,1,3,241,2018,IN,0665
Lebanon Community School Corp,58,180,2,1,2,243,2019,IN,0665
Liberty-Perry Com School Corp,22,56,0,0,2,80,2013,IN,1895
Liberty-Perry Com School Corp,56,22,NA,NA,3,81,2014,IN,1895
Liberty-Perry Com School Corp,54,24,NA,NA,5,83,2015,IN,1895
Liberty-Perry Community Sch Corp,41,37,NA,NA,6,84,2016,IN,1895
Liberty-Perry Community Sch Corp,35,39,NA,NA,5,79,2017,IN,1895
Liberty-Perry Community Sch Corp,36,43,NA,NA,4,83,2018,IN,1895
Liberty-Perry Community Sch Corp,45,34,NA,NA,2,81,2019,IN,1895
Linton-Stockton School Corp,0,0,0,0,85,85,2013,IN,2950
Linton-Stockton School Corp,22,55,1,NA,5,83,2014,IN,2950
Linton-Stockton School Corp,37,66,1,NA,8,112,2015,IN,2950
Linton-Stockton School Corporation,34,56,1,NA,1,92,2016,IN,2950
Linton-Stockton School Corporation,34,45,2,NA,4,85,2017,IN,2950
Linton-Stockton School Corporation,56,18,NA,NA,10,84,2018,IN,2950
Linton-Stockton School Corporation,53,23,NA,NA,11,87,2019,IN,2950
Logansport Community Sch Corp,183,148,1,2,29,363,2015,IN,0875
Logansport Community Sch Corp,180,175,2,NA,32,389,2016,IN,0875
Logansport Community Sch Corp,178,139,6,NA,20,343,2017,IN,0875
Logansport Community Sch Corp,168,135,4,1,32,340,2018,IN,0875
Logansport Community Sch Corp,170,119,2,3,36,330,2019,IN,0875
Loogootee Community Sch Corp,3,47,3,1,6,60,2014,IN,5525
Loogootee Community Sch Corp,2,71,NA,NA,6,79,2015,IN,5525
Loogootee Community Sch Corp,11,48,NA,NA,17,76,2016,IN,5525
Loogootee Community Sch Corp,16,33,1,1,2,53,2017,IN,5525
Loogootee Community Sch Corp,18,27,NA,NA,5,50,2018,IN,5525
Loogootee Community Sch Corp,24,25,NA,NA,3,52,2019,IN,5525
Lost River Career Cooperative,0,15,0,0,1,16,2013,IN,6150
M S D Bluffton-Harrison,31,74,2,0,0,107,2013,IN,8445
M S D Bluffton-Harrison,35,57,4,NA,16,112,2014,IN,8445
M S D Bluffton-Harrison,53,63,1,NA,NA,117,2015,IN,8445
M S D Bluffton-Harrison,47,71,NA,NA,NA,118,2016,IN,8445
M S D Bluffton-Harrison,60,57,NA,NA,1,118,2017,IN,8445
M S D Bluffton-Harrison,67,52,NA,NA,2,121,2018,IN,8445
M S D Bluffton-Harrison,62,60,NA,NA,2,124,2019,IN,8445
M S D Boone Township,63,24,NA,NA,2,89,2015,IN,6460
M S D Boone Township,42,43,NA,NA,1,86,2016,IN,6460
M S D Boone Township,12,57,1,NA,NA,70,2017,IN,6460
M S D Boone Township,30,32,1,NA,9,72,2018,IN,6460
M S D Boone Township,50,12,NA,NA,8,70,2019,IN,6460
M S D Decatur Township,36,336,2,0,10,384,2013,IN,5300
M S D Decatur Township,66,299,2,NA,14,381,2014,IN,5300
M S D Decatur Township,14,380,4,NA,13,411,2015,IN,5300
M S D Decatur Township,72,347,2,NA,NA,421,2016,IN,5300
M S D Decatur Township,112,280,2,NA,8,402,2017,IN,5300
M S D Decatur Township,126,272,1,NA,13,412,2018,IN,5300
M S D Decatur Township,155,253,2,NA,39,449,2019,IN,5300
M S D Lawrence Township,495,420,28,14,0,957,2013,IN,5330
M S D Lawrence Township,598,325,9,9,26,967,2014,IN,5330
M S D Lawrence Township,734,283,13,4,31,1065,2015,IN,5330
M S D Lawrence Township,636,379,7,NA,28,1050,2016,IN,5330
M S D Lawrence Township,569,412,10,9,34,1034,2017,IN,5330
M S D Lawrence Township,568,385,9,NA,64,1026,2018,IN,5330
M S D Lawrence Township,606,357,8,13,53,1037,2019,IN,5330
M S D Martinsville Schools,NA,NA,NA,NA,377,377,2015,IN,5925
M S D Martinsville Schools,63,288,11,1,6,369,2016,IN,5925
M S D Martinsville Schools,24,289,5,1,3,322,2017,IN,5925
M S D Martinsville Schools,37,169,3,NA,3,212,2018,IN,5925
M S D Martinsville Schools,84,203,1,2,17,307,2019,IN,5925
M S D Mount Vernon,59,97,2,1,5,164,2013,IN,6590
M S D Mount Vernon,103,57,2,NA,3,165,2014,IN,6590
M S D Mount Vernon,116,60,NA,NA,7,183,2015,IN,6590
M S D Mount Vernon,128,47,1,NA,7,183,2016,IN,6590
M S D Mount Vernon,136,23,2,NA,NA,161,2017,IN,6590
M S D Mount Vernon,143,17,NA,NA,9,169,2018,IN,6590
M S D Mount Vernon,147,13,NA,NA,4,164,2019,IN,6590
M S D North Posey Co Schools,48,52,1,0,9,110,2013,IN,6600
M S D North Posey Co Schools,75,31,1,NA,2,109,2014,IN,6600
M S D North Posey Co Schools,92,25,NA,NA,5,122,2015,IN,6600
M S D North Posey Co Schools,92,17,3,NA,13,125,2016,IN,6600
M S D North Posey Co Schools,94,13,1,NA,1,109,2017,IN,6600
M S D North Posey Co Schools,89,14,NA,NA,7,110,2018,IN,6600
M S D North Posey Co Schools,93,15,NA,NA,1,109,2019,IN,6600
M S D of New Durham Township,24,26,NA,NA,8,58,2015,IN,4860
M S D of New Durham Township,15,28,NA,NA,3,46,2016,IN,4860
M S D of New Durham Township,33,12,NA,NA,12,57,2018,IN,4860
M S D of New Durham Township,22,30,NA,NA,4,56,2019,IN,4860
M S D Pike Township,127,519,42,4,49,741,2013,IN,5350
M S D Pike Township,197,481,26,4,31,739,2014,IN,5350
M S D Pike Township,226,518,19,2,9,774,2015,IN,5350
M S D Pike Township,254,521,18,3,14,810,2016,IN,5350
M S D Pike Township,233,502,25,3,9,772,2017,IN,5350
M S D Pike Township,250,490,18,3,21,782,2018,IN,5350
M S D Pike Township,221,439,6,NA,116,782,2019,IN,5350
M S D Shakamak Schools,16,44,NA,NA,2,62,2014,IN,2960
M S D Shakamak Schools,32,23,NA,NA,6,61,2015,IN,2960
M S D Shakamak Schools,33,23,NA,NA,NA,56,2016,IN,2960
M S D Shakamak Schools,30,25,NA,NA,2,57,2017,IN,2960
M S D Shakamak Schools,41,9,NA,NA,8,58,2018,IN,2960
M S D Shakamak Schools,41,13,1,NA,NA,55,2019,IN,2960
M S D Southwest Allen County Schls,145,279,11,1,20,456,2013,IN,125
M S D Southwest Allen County Schls,153,291,5,NA,23,472,2014,IN,0125
M S D Southwest Allen County Schls,257,199,4,2,16,478,2015,IN,0125
M S D Southwest Allen County Schls,235,213,9,NA,28,485,2016,IN,0125
M S D Southwest Allen County Schls,256,215,4,NA,18,493,2017,IN,0125
M S D Southwest Allen County Schls,288,185,2,1,16,492,2018,IN,0125
M S D Southwest Allen County Schls,298,163,3,NA,37,501,2019,IN,0125
M S D Steuben County,76,90,1,0,19,186,2013,IN,7615
M S D Steuben County,85,89,NA,NA,19,193,2014,IN,7615
M S D Steuben County,135,96,NA,NA,7,238,2015,IN,7615
M S D Steuben County,109,73,NA,NA,21,203,2016,IN,7615
M S D Steuben County,82,73,NA,NA,25,180,2017,IN,7615
M S D Steuben County,99,77,1,1,7,185,2018,IN,7615
M S D Steuben County,107,70,2,NA,5,184,2019,IN,7615
M S D Wabash County Schools,10,117,6,1,16,150,2013,IN,8050
M S D Wabash County Schools,12,143,1,2,28,186,2014,IN,8050
M S D Wabash County Schools,30,119,NA,2,22,173,2015,IN,8050
M S D Wabash County Schools,24,161,3,NA,23,211,2016,IN,8050
M S D Wabash County Schools,17,132,1,NA,12,162,2017,IN,8050
M S D Wabash County Schools,38,115,NA,NA,11,164,2018,IN,8050
M S D Wabash County Schools,49,100,NA,NA,8,157,2019,IN,8050
M S D Warren County,20,56,NA,NA,NA,76,2014,IN,8115
M S D Warren County,NA,104,NA,NA,NA,104,2015,IN,8115
M S D Warren County,NA,91,NA,NA,10,101,2016,IN,8115
M S D Warren County,NA,81,NA,NA,9,90,2017,IN,8115
M S D Warren County,NA,86,NA,NA,7,93,2018,IN,8115
M S D Warren County,NA,88,NA,NA,7,95,2019,IN,8115
M S D Warren Township,255,460,29,3,54,801,2013,IN,5360
M S D Warren Township,197,567,26,4,8,802,2014,IN,5360
M S D Warren Township,265,523,18,3,20,829,2015,IN,5360
M S D Warren Township,318,453,7,NA,NA,778,2016,IN,5360
M S D Warren Township,311,455,11,1,27,805,2017,IN,5360
M S D Warren Township,302,440,3,NA,92,837,2018,IN,5360
M S D Warren Township,278,451,6,NA,30,765,2019,IN,5360
M S D Washington Township,250,429,17,2,61,759,2013,IN,5370
M S D Washington Township,352,373,14,NA,29,768,2014,IN,5370
M S D Washington Township,368,405,15,4,24,816,2015,IN,5370
M S D Washington Township,353,394,16,1,17,781,2016,IN,5370
M S D Washington Township,362,392,12,4,16,786,2017,IN,5370
M S D Washington Township,369,380,18,3,29,799,2018,IN,5370
M S D Washington Township,417,350,12,5,27,811,2019,IN,5370
M S D Wayne Township,531,518,9,0,88,1146,2013,IN,5375
M S D Wayne Township,618,464,17,2,19,1120,2014,IN,5375
M S D Wayne Township,796,439,12,4,19,1270,2015,IN,5375
M S D Wayne Township,821,400,7,3,15,1246,2016,IN,5375
M S D Wayne Township,799,347,5,NA,11,1162,2017,IN,5375
M S D Wayne Township,838,316,5,1,6,1166,2018,IN,5375
M S D Wayne Township,895,265,6,1,8,1175,2019,IN,5375
Maconaquah School Corp,12,107,0,1,17,137,2013,IN,5615
Maconaquah School Corp,28,95,3,NA,9,135,2014,IN,5615
