state,year,name,localid,et,e4,e3,e2,e1
MI,2018,lake shore public schools (macomb),50120,209,144,62,2,1
MI,2018,lake superior academy,17900,2,2,0,0,0
MI,2018,lakeshore school district (berrien),11030,233,161,72,0,0
MI,2018,lakeside charter school - kalamazoo,39900,11,0,10,0,1
MI,2018,lakeview community schools (montcalm),59090,71,43,26,2,0
MI,2018,lakeview public schools (macomb),50130,239,4,233,2,0
MI,2018,lakeview sch. district (calhoun),13090,307,167,132,8,0
MI,2018,lakeville community school district,25280,123,8,110,4,1
MI,2018,lakewood public schools,34090,106,44,62,0,0
MI,2018,lamphere public schools,63280,182,76,105,1,0
MI,2018,landmark academy,74903,49,15,29,5,0
MI,2018,lansing charter academy,33910,45,0,43,2,0
MI,2018,lansing public school district,33020,667,281,348,31,7
MI,2018,lapeer community schools,44010,287,0,281,5,1
MI,2018,lapeer isd  - district created from isd,44000,37,25,11,1,0
MI,2018,laurus academy,63918,43,7,34,1,1
MI,2018,lawrence public schools,80130,37,17,17,3,0
MI,2018,lawton community school district,80140,81,46,35,0,0
MI,2018,leelanau montessori public school academy,45901,6,1,5,0,0
MI,2018,legacy charter academy,82723,47,2,45,0,0
MI,2018,leland public school district,45020,38,36,2,0,0
MI,2018,lenawee isd  - district created from isd,46000,67,42,23,1,1
MI,2018,les cheneaux community schools,49040,21,13,7,1,0
MI,2018,leslie public schools,33100,120,31,88,1,0
MI,2018,lewis cass isd  - district created from isd,14000,14,7,7,0,0
MI,2018,life skills center of pontiac,63920,4,0,4,0,0
MI,2018,lifetech academy,23900,11,1,10,0,0
MI,2018,light of the world academy,47900,12,0,12,0,0
MI,2018,lighthouse academy,41922,38,9,26,2,1
MI,2018,lincoln consolidated school district,81070,213,55,152,1,5
MI,2018,"lincoln park, school district of the city of",82090,280,76,195,8,1
MI,2018,linden charter academy,25907,43,1,34,8,0
MI,2018,linden community schools,25250,134,72,62,0,0
MI,2018,litchfield community schools,30040,21,11,8,0,2
MI,2018,livingston classical academy,81913,12,11,1,0,0
MI,2018,livingston esa  - district created from isd,47000,32,9,23,0,0
MI,2018,livonia public schools school district,82095,926,325,599,1,1
MI,2018,lowell area schools,41170,221,51,170,0,0
MI,2018,ludington area school district,53040,183,68,115,0,0
MI,2018,macdowell preparatory academy,82747,17,3,11,3,0
MI,2018,mackinac island public schools,49110,10,6,4,0,0
MI,2018,mackinaw city public schools,16070,17,14,2,0,1
MI,2018,macomb academy,50901,6,1,5,0,0
MI,2018,macomb isd  - district created from isd,50000,192,114,78,0,0
MI,2018,macomb montessori academy,50914,12,0,11,1,0
MI,2018,madison academy,25911,72,7,61,2,2
MI,2018,madison district public schools,63140,87,22,64,1,0
MI,2018,madison school district (lenawee),46090,111,91,20,0,0
MI,2018,madison-carver academy,82742,31,0,31,0,0
MI,2018,mancelona public schools,5070,59,14,43,2,0
MI,2018,manchester community schools,81080,64,34,30,0,0
MI,2018,manistee area public schools,51070,125,9,116,0,0
MI,2018,manistee isd  - district created from isd,51000,6,1,5,0,0
MI,2018,manistique area schools,77010,54,35,19,0,0
MI,2018,manton consolidated schools,83060,71,30,38,3,0
MI,2018,maple valley schools,23065,67,52,13,2,0
MI,2018,mar lee school district,13095,19,19,0,0,0
MI,2018,marcellus community schools,14050,42,10,31,1,0
MI,2018,marion public schools,67050,30,24,6,0,0
MI,2018,marlette community schools,76140,65,18,47,0,0
MI,2018,marquette area public schools,52170,312,129,183,0,0
MI,2018,marquette-alger resa  - district created from isd,52000,6,2,4,0,0
MI,2018,marshall academy,13903,20,7,9,2,2
MI,2018,marshall public schools,13110,236,81,150,4,1
MI,2018,"martin luther king, jr. education center academy",82910,22,3,19,0,0
MI,2018,martin public schools,3060,41,27,14,0,0
MI,2018,marvin l. winans academy of performing arts,82924,41,2,31,8,0
MI,2018,marysville public schools,74100,148,57,91,0,0
MI,2018,mason consolidated schools (monroe),58090,64,47,17,0,0
MI,2018,mason county central schools,53010,73,24,47,2,0
MI,2018,mason county eastern schools,53020,33,10,18,4,1
MI,2018,mason public schools (ingham),33130,176,64,110,2,0
MI,2018,mattawan consolidated school,80150,302,176,123,2,1
MI,2018,mayville community school district,79090,46,25,21,0,0
MI,2018,mcbain rural agricultural schools,57030,59,17,42,0,0
MI,2018,mecosta-osceola isd  - district created from isd,54000,41,17,22,2,0
MI,2018,melvindale-north allen park schools,82045,143,42,96,5,0
MI,2018,memphis community schools,74120,84,4,78,1,1
MI,2018,mendon community school district,75060,52,7,43,2,0
MI,2018,menominee area public schools,55100,111,37,73,0,1
MI,2018,menominee isd  - district created from isd,55000,2,0,2,0,0
MI,2018,meridian public schools,56050,85,75,10,0,0
MI,2018,merrill community schools,73230,53,20,32,1,0
MI,2018,merritt academy,50906,64,24,40,0,0
MI,2018,mesick consolidated schools,83070,37,3,34,0,0
MI,2018,metro charter academy,82967,42,8,27,7,0
MI,2018,michigan center school district,38120,83,9,74,0,0
MI,2018,michigan connections academy,33911,70,3,66,1,0
MI,2018,michigan educational choice center,82751,34,5,25,4,0
MI,2018,michigan great lakes virtual academy,51905,149,23,124,2,0
MI,2018,michigan international prep school,19900,8,6,2,0,0
MI,2018,michigan mathematics and science academy,63924,43,24,19,0,0
MI,2018,michigan online school,80900,39,0,39,0,0
MI,2018,michigan school for the deaf,84050,19,19,0,0,0
MI,2018,michigan virtual charter academy,41925,156,26,128,2,0
MI,2018,mid peninsula school district,21135,10,10,0,0,0
MI,2018,mid-michigan leadership academy,33904,22,5,14,3,0
MI,2018,midland academy of advanced and creative studies,56902,18,9,8,0,1
MI,2018,midland county educational service agency  - district created from isd,56000,27,23,3,1,0
MI,2018,midland public schools,56010,492,203,289,0,0
MI,2018,milan area schools,81100,111,28,83,0,0
MI,2018,mildred c. wells preparatory academy,11904,12,0,10,2,0
MI,2018,millington community schools,79100,109,44,65,0,0
MI,2018,mio-ausable schools,68010,33,19,14,0,0
MI,2018,momentum academy,63928,9,3,6,0,0
MI,2018,mona shores public school district,61060,202,194,8,0,0
MI,2018,monroe isd  - district created from isd,58000,92,48,44,0,0
MI,2018,monroe public schools,58010,290,0,289,1,0
MI,2018,montabella community schools,59045,52,13,39,0,0
MI,2018,montague area public schools,61180,100,42,58,0,0
MI,2018,montcalm area isd  - district created from isd,59000,43,28,15,0,0
MI,2018,montrose community schools,25260,92,21,71,0,0
MI,2018,moran township school district,49070,8,7,1,0,0
MI,2018,morenci area schools,46100,45,1,40,4,0
MI,2018,morley stanwood community schools,54040,74,37,36,1,0
MI,2018,morrice area schools,78060,35,26,9,0,0
MI,2018,mount clemens community school district,50160,65,28,29,6,2
MI,2018,mt. clemens montessori academy,50908,23,8,15,0,0
MI,2018,mt. morris consolidated schools,25040,123,1,119,2,1
MI,2018,mt. pleasant city school district,37010,284,130,151,3,0
MI,2018,multicultural academy,81908,9,2,6,0,1
MI,2018,munising public schools,2070,43,36,7,0,0
MI,2018,muskegon area isd  - district created from isd,61000,57,12,44,0,1
MI,2018,muskegon covenant academy,61906,7,0,7,0,0
MI,2018,muskegon heights public school academy system,61905,53,0,24,28,1
MI,2018,muskegon montessori academy for environmental change,61900,8,2,6,0,0
MI,2018,"muskegon, public schools of the city of",61010,281,60,214,6,1
MI,2018,nah tah wahsh public school academy,55901,22,1,21,0,0
MI,2018,napoleon community schools,38130,77,56,21,0,0
MI,2018,negaunee public schools,52090,106,79,27,0,0
MI,2018,new bedford academy,58901,5,0,5,0,0
MI,2018,new beginnings academy,82962,6,0,2,3,1
MI,2018,new branches charter academy,41901,22,2,19,1,0
MI,2018,new buffalo area schools,11200,54,9,43,0,2
MI,2018,new haven community schools,50170,73,19,49,5,0
MI,2018,new lothrop area public schools,78070,47,23,24,0,0
MI,2018,new paradigm college prep,82713,6,0,4,0,2
MI,2018,new paradigm glazer-loving academy,82735,16,0,16,0,0
MI,2018,new school high,82758,19,3,16,0,0
MI,2018,newaygo county resa  - district created from isd,62000,34,18,16,0,0
MI,2018,newaygo public school district,62070,101,9,92,0,0
MI,2018,nextech high school,41929,61,0,60,1,0
MI,2018,nextech high school of lansing,33913,9,0,5,4,0
MI,2018,nextech high school of metro detroit,63930,57,0,56,0,1
MI,2018,nice community school district,52015,89,28,61,0,0
MI,2018,niles community schools,11300,234,35,196,3,0
MI,2018,noor international academy,50913,17,1,16,0,0
MI,2018,north adams-jerome public schools,30050,28,6,22,0,0
MI,2018,north branch area schools,44090,144,97,45,2,0
MI,2018,north central area schools,55115,29,20,9,0,0
MI,2018,north dickinson county schools,22045,35,0,35,0,0
MI,2018,north huron school district,32080,33,16,14,3,0
MI,2018,north muskegon public schools,61230,109,0,109,0,0
MI,2018,north saginaw charter academy,73910,31,3,22,6,0
MI,2018,north star academy,52901,25,5,19,1,0
MI,2018,northport public school district,45040,40,9,31,0,0
MI,2018,northridge academy,25904,19,0,17,2,0
MI,2018,northview public schools,41025,206,202,4,0,0
MI,2018,northville public schools,82390,463,130,333,0,0
MI,2018,northwest community schools,38140,196,86,110,0,0
MI,2018,norway-vulcan area schools,22025,48,37,10,1,0
MI,2018,nottawa community school,75100,11,5,6,0,0
MI,2018,novi community school district,63100,501,438,62,1,0
MI,2018,"oak park, school district of the city of",63250,251,48,191,9,3
MI,2018,oakland academy,39903,16,9,4,2,1
MI,2018,oakland international academy,63912,53,6,40,7,0
MI,2018,oakland schools  - district created from isd,63000,130,76,54,0,0
MI,2018,oakridge public schools,61065,144,35,108,1,0
MI,2018,oakside scholars charter academy,63909,43,2,39,2,0
MI,2018,ojibwe charter school,17902,15,0,15,0,0
MI,2018,okemos public schools,33170,283,201,81,1,0
MI,2018,old redford academy,82956,87,12,58,13,4
MI,2018,olivet community schools,23080,85,31,54,0,0
MI,2018,onaway area community school district,71050,37,17,20,0,0
MI,2018,oneida township s/d #3,23490,1,0,1,0,0
MI,2018,onekama consolidated schools,51060,27,13,13,1,0
MI,2018,onsted community schools,46110,77,48,27,1,1
MI,2018,ontonagon area school district,66050,16,5,11,0,0
MI,2018,orchard view schools,61190,149,64,84,1,0
MI,2018,oscoda area schools,35010,114,46,66,2,0
MI,2018,otsego public schools,3020,165,72,93,0,0
MI,2018,ottawa area isd  - district created from isd,70000,108,28,79,1,0
MI,2018,outlook academy,3902,13,0,11,2,0
MI,2018,ovid-elsie area schools,19120,89,34,55,0,0
MI,2018,owendale-gagetown area school district,32090,14,4,10,0,0
MI,2018,owosso public schools,78110,194,145,45,4,0
MI,2018,oxford community schools,63110,338,72,263,3,0
MI,2018,pansophia academy,12901,27,7,19,1,0
MI,2018,paragon charter academy,38902,36,8,27,1,0
MI,2018,paramount charter academy,39905,32,3,27,2,0
MI,2018,parchment school district,39130,104,11,93,0,0
MI,2018,pathways academy,82737,6,0,6,0,0
MI,2018,paw paw public school district,80160,127,11,113,3,0
MI,2018,peck community school district,76180,25,14,10,1,0
MI,2018,pellston public schools,24040,34,14,19,1,0
MI,2018,pennfield schools,13120,137,47,87,2,1
MI,2018,pentwater public school district,64070,19,10,9,0,0
MI,2018,perry public schools,78080,66,42,24,0,0
MI,2018,pewamo-westphalia community schools,19125,41,13,28,0,0
MI,2018,pickford public schools,17090,25,15,9,1,0
MI,2018,pinckney community schools,47080,200,81,119,0,0
MI,2018,pinconning area schools,9090,101,19,82,0,0
MI,2018,pine river area schools,67055,61,21,39,1,0
MI,2018,pittsford area schools,30060,32,5,27,0,0
MI,2018,plainwell community schools,3010,166,92,71,3,0
MI,2018,plymouth educational center charter school,82904,17,0,16,1,0
MI,2018,plymouth scholars charter academy,82743,42,21,21,0,0
MI,2018,plymouth-canton community schools,82100,1021,10,1004,6,1
MI,2018,pontiac academy for excellence,63906,62,5,53,0,4
MI,2018,pontiac city school district,63030,274,104,162,5,3
MI,2018,port huron area school district,74010,527,244,273,10,0
MI,2018,portage public schools,39140,555,210,344,0,1
MI,2018,portland public schools,34110,131,55,76,0,0
MI,2018,posen consolidated school district no. 9,71060,14,1,12,1,0
MI,2018,potterville public schools,23090,64,13,49,1,1
MI,2018,powell township schools,52100,8,8,0,0,0
MI,2018,presque isle academy,71902,1,0,1,0,0
MI,2018,prevail academy,50909,43,7,35,1,0
MI,2018,"public schools of calumet, laurium & keweenaw",31030,109,101,8,0,0
MI,2018,public schools of petoskey,24070,180,111,66,3,0
MI,2018,quest charter academy,82718,45,8,36,0,1
MI,2018,quincy community schools,12040,66,37,28,1,0
MI,2018,rapid river public schools,21060,23,6,17,0,0
MI,2018,ravenna public schools,61210,64,6,58,0,0
MI,2018,reach charter academy,50912,42,3,39,0,0
MI,2018,reading community schools,30070,43,19,23,1,0
MI,2018,"redford union schools, district no. 1",82110,224,20,203,1,0
MI,2018,reed city area public schools,67060,95,21,72,2,0
MI,2018,reese public schools,79110,63,18,41,4,0
MI,2018,reeths-puffer schools,61220,237,87,150,0,0
MI,2018,regent park scholars charter academy,82727,47,2,40,4,1
MI,2018,relevant academy of eaton county,23902,8,0,8,0,0
MI,2018,renaissance public school academy,37901,27,7,19,1,0
MI,2018,republic-michigamme schools,52110,12,11,1,0,0
MI,2018,richfield public school academy,25910,47,9,30,8,0
MI,2018,richmond community schools,50180,110,20,90,0,0
MI,2018,ridge park charter academy,41919,39,22,16,1,0
MI,2018,rising stars academy,50915,2,0,2,0,0
MI,2018,river city scholars charter academy,41928,35,11,23,1,0
MI,2018,"river rouge, school district of the city of",82120,98,0,97,1,0
MI,2018,river valley school district,11033,51,35,15,1,0
MI,2018,riverside academy,82975,55,5,48,2,0
MI,2018,riverview community school district,82400,150,25,124,0,1
MI,2018,rochester community school district,63260,899,403,496,0,0
MI,2018,rockford public schools,41210,488,161,324,2,1
MI,2018,rogers city area schools,71080,43,31,12,0,0
MI,2018,romeo community schools,50190,353,244,109,0,0
MI,2018,romulus community schools,82130,164,24,137,2,1
MI,2018,roscommon area public schools,72010,92,17,72,3,0
MI,2018,roseville community schools,50030,314,17,295,2,0
MI,2018,royal oak schools,63040,372,102,265,5,0
MI,2018,rudyard area schools,17110,56,27,29,0,0
MI,2018,rutherford winans academy,82748,11,0,11,0,0
MI,2018,saginaw isd  - district created from isd,73000,73,7,65,1,0
MI,2018,saginaw learn to earn academy,73911,8,1,6,0,1
MI,2018,saginaw preparatory academy,73908,20,0,4,16,0
MI,2018,saginaw township community schools,73040,279,107,172,0,0
MI,2018,"saginaw, school district of the city of",73010,348,247,90,11,0
MI,2018,saline area schools,81120,356,130,224,2,0
MI,2018,sand creek community schools,46130,104,23,80,1,0
MI,2018,sandusky community school district,76210,94,34,60,0,0
MI,2018,sanilac isd  - district created from isd,76000,21,14,7,0,0
MI,2018,sarah j. webber media arts academy,63900,7,0,6,1,0
MI,2018,saranac community schools,34120,96,19,76,1,0
MI,2018,saugatuck public schools,3080,63,19,43,1,0
MI,2018,sault ste. marie area schools,17010,214,81,129,4,0
MI,2018,schoolcraft community schools,39160,139,42,97,0,0
MI,2018,shelby public schools,64080,84,35,49,0,0
MI,2018,shepherd public schools,37060,143,48,95,0,0
MI,2018,shiawassee regional esd  - district created from isd,78000,19,10,8,1,0
MI,2018,sigel township s/d #3f,32610,3,2,1,0,0
MI,2018,sigel township s/d #4f,32620,1,1,0,0,0
MI,2018,sodus township s/d #5,11830,6,4,2,0,0
MI,2018,south arbor charter academy,81905,43,29,12,2,0
MI,2018,south canton scholars charter academy,82729,41,14,27,0,0
MI,2018,south haven public schools,80010,160,56,97,2,5
MI,2018,south lake schools,50200,117,46,71,0,0
MI,2018,south lyon community schools,63240,504,438,65,1,0
MI,2018,south pointe scholars charter academy,81912,44,13,30,1,0
MI,2018,south redford school district,82140,315,74,238,3,0
MI,2018,southfield public school district,63060,401,182,218,0,1
MI,2018,southgate community school district,82405,260,59,199,2,0
MI,2018,southwest detroit community school,82755,23,8,12,1,2
MI,2018,sparta area schools,41240,135,58,75,2,0
MI,2018,spring lake public schools,70300,165,132,33,0,0
MI,2018,springport public schools,38150,64,21,40,3,0
MI,2018,st. charles community schools,73240,51,19,32,0,0
MI,2018,st. clair county intervention academy,74911,6,1,5,0,0
MI,2018,st. clair county resa  - district created from isd,74000,61,18,41,2,0
MI,2018,st. ignace area schools,49010,38,30,8,0,0
MI,2018,st. johns public schools,19140,162,98,61,2,1
MI,2018,st. joseph county isd  - district created from isd,75000,15,8,7,0,0
MI,2018,st. joseph public schools,11020,165,83,81,1,0
MI,2018,st. louis public schools,29100,67,17,50,0,0
MI,2018,standish-sterling community schools,6050,81,4,74,3,0
MI,2018,stanton township public schools,31140,9,7,2,0,0
MI,2018,star international academy,82941,100,14,86,0,0
MI,2018,state street academy,9902,10,1,9,0,0
MI,2018,stephenson area public schools,55120,31,1,30,0,0
MI,2018,stockbridge community schools,33200,177,25,151,1,0
MI,2018,sturgis public schools,75010,196,75,117,0,4
MI,2018,success mile academy,50916,17,5,10,0,2
MI,2018,success virtual learning centers of michigan,59900,19,9,10,0,0
MI,2018,summerfield schools,58100,41,10,30,1,0
MI,2018,summit academy,82916,25,2,21,2,0
MI,2018,summit academy north,82938,93,1,92,0,0
MI,2018,superior central school district,2080,59,16,43,0,0
MI,2018,suttons bay public schools,45050,39,32,7,0,0
MI,2018,swan valley school district,73255,120,41,78,1,0
MI,2018,swartz creek community schools,25180,268,75,189,4,0
MI,2018,tahquamenon area schools,48040,47,12,33,1,1
MI,2018,tawas area schools,35030,77,43,34,0,0
MI,2018,taylor exemplar academy,82995,42,7,29,5,1
MI,2018,taylor preparatory high school,82756,34,7,27,0,0
MI,2018,taylor school district,82150,363,266,96,1,0
MI,2018,tecumseh public schools,46140,195,65,129,1,0
MI,2018,tekonsha community schools,13130,16,16,0,0,0
MI,2018,the dearborn academy,82928,32,5,18,5,4
MI,2018,the greenspire school,28904,9,8,1,0,0
MI,2018,the james and grace lee boggs school,82706,5,0,5,0,0
MI,2018,the new standard academy,25912,34,8,24,2,0
MI,2018,the paris academy,25917,10,0,9,1,0
MI,2018,thornapple kellogg school district,8050,197,51,145,1,0
MI,2018,three lakes academy,49901,13,7,6,0,0
MI,2018,three oaks public school academy,61904,22,3,18,1,0
MI,2018,three rivers community schools,75080,205,75,127,3,0
MI,2018,timberland academy,61902,47,5,40,2,0
MI,2018,timbuktu academy,82933,14,1,10,3,0
MI,2018,tipton academy,82754,35,11,23,1,0
MI,2018,traverse bay area isd  - district created from isd,28000,102,49,48,5,0
MI,2018,traverse city area public schools,28010,580,481,98,1,0
MI,2018,trenton public schools,82155,167,67,100,0,0
MI,2018,tri county area schools,59080,118,5,112,1,0
MI,2018,trillium academy,82973,37,2,34,1,0
MI,2018,triumph academy,58902,37,18,19,0,0
MI,2018,troy school district,63150,858,802,56,0,0
MI,2018,tuscola isd  - district created from isd,79000,52,22,30,0,0
MI,2018,ubly community schools,32170,55,28,27,0,0
MI,2018,union city community schools,13135,64,40,24,0,0
MI,2018,unionville-sebewaing area s.d.,79145,93,0,93,0,0
MI,2018,universal academy,82950,48,1,47,0,0
MI,2018,universal learning academy,82982,46,0,46,0,0
MI,2018,university preparatory academy (psad),82702,122,17,93,12,0
MI,2018,university preparatory science and math (psad),82701,86,11,72,3,0
MI,2018,university yes academy,82724,17,0,17,0,0
MI,2018,utica community schools,50210,1544,30,1513,0,1
MI,2018,van buren isd  - district created from isd,80000,113,29,83,1,0
MI,2018,van buren public schools,82430,288,39,243,6,0
MI,2018,van dyke public schools,50220,164,71,89,4,0
MI,2018,vanderbilt area schools,69040,20,0,20,0,0
MI,2018,vanderbilt charter academy,70905,33,7,26,0,0
MI,2018,vandercook lake public schools,38020,73,20,49,3,1
MI,2018,vanguard charter academy,41910,44,15,27,2,0
MI,2018,vassar public schools,79150,64,0,62,1,1
MI,2018,verona township s/d #1f,32650,2,1,1,0,0
MI,2018,vestaburg community schools,59150,44,27,15,2,0
MI,2018,vicksburg community schools,39170,172,75,97,0,0
MI,2018,virtual learning academy of st. clair county,74912,10,0,10,0,0
MI,2018,vista charter academy,41909,45,4,39,1,1
MI,2018,vista meadows academy,82716,6,0,3,3,0
MI,2018,voyageur academy,82940,51,19,28,4,0
MI,2018,w-a-y academy,82746,14,0,14,0,0
MI,2018,wakefield-marenisco school district,27070,21,2,19,0,0
MI,2018,walden green montessori,70901,17,15,2,0,0
MI,2018,waldron area schools,30080,31,19,12,0,0
MI,2018,walker charter academy,41915,42,21,21,0,0
MI,2018,walkerville public schools,64090,21,0,21,0,0
MI,2018,walled lake consolidated schools,63290,790,703,87,0,0
MI,2018,walton charter academy,63913,47,26,21,0,0
MI,2018,warren consolidated schools,50230,787,0,786,1,0
MI,2018,warren woods public schools,50240,225,16,203,6,0
MI,2018,warrendale charter academy,82970,45,2,37,5,1
MI,2018,washington-parks academy,82719,66,3,61,1,1
MI,2018,washtenaw isd  - district created from isd,81000,102,47,54,1,0
MI,2018,washtenaw technical middle college,81903,20,20,0,0,0
MI,2018,waterford montessori academy,63929,16,4,11,1,0
MI,2018,waterford school district,63300,570,257,303,5,5
MI,2018,watersmeet township school district,27080,18,13,4,1,0
MI,2018,watervliet school district,11320,90,67,23,0,0
MI,2018,waverly community schools,33215,183,111,65,5,2
MI,2018,way academy - flint,25915,8,0,8,0,0
MI,2018,way michigan,82710,16,0,16,0,0
MI,2018,wayland union schools,3040,189,119,69,0,1
MI,2018,wayne-westland community school district,82160,799,172,616,11,0
MI,2018,webberville community schools,33220,56,25,29,2,0
MI,2018,wells township school district,52160,4,2,2,0,0
MI,2018,wellspring preparatory high school,41923,83,8,75,0,0
MI,2018,west bloomfield school district,63160,360,248,112,0,0
MI,2018,west branch-rose city area schools,65045,117,57,55,5,0
MI,2018,west iron county public schools,36025,97,20,76,1,0
MI,2018,west mi academy of arts and academics,70902,33,4,29,0,0
MI,2018,west mi academy of environmental science,41904,47,4,43,0,0
MI,2018,west michigan aviation academy,41924,76,7,69,0,0
MI,2018,west ottawa public school district,70070,466,101,360,5,0
MI,2018,west shore educational service district  - district created from isd,53000,35,21,12,2,0
MI,2018,west village academy,82959,28,8,20,0,0
MI,2018,western school district,38010,177,94,83,0,0
MI,2018,weston preparatory academy,82943,16,0,16,0,0
MI,2018,westwood community school district,82240,117,18,99,0,0
MI,2018,westwood heights schools,25210,74,24,50,0,0
MI,2018,wexford-missaukee isd  - district created from isd,83000,33,3,30,0,0
MI,2018,white cloud public schools,62090,64,35,26,3,0
MI,2018,white pigeon community schools,75070,48,28,19,1,0
MI,2018,white pine academy,33906,7,0,7,0,0
MI,2018,whitefish township schools,17160,10,5,5,0,0
MI,2018,whiteford agricultural school district of the counties of lenawee and monroe,58110,80,22,55,3,0
MI,2018,whitehall district schools,61240,222,17,197,6,2
MI,2018,whitmore lake public school district,81140,64,12,51,1,0
MI,2018,whittemore-prescott area schools,35040,46,18,27,0,1
MI,2018,will carleton charter school academy,30902,18,0,17,1,0
MI,2018,william c. abney academy,41917,27,5,17,5,0
MI,2018,williamston community schools,33230,169,54,115,0,0
MI,2018,windemere park charter academy,33909,38,4,25,8,1
MI,2018,windover high school,56901,7,0,6,1,0
MI,2018,wolverine community school district,16100,19,11,8,0,0
MI,2018,woodhaven-brownstown school district,82365,269,133,136,0,0
MI,2018,woodland park academy,25902,27,2,25,0,0
MI,2018,woodland school,28901,15,15,0,0,0
MI,2018,wsc academy,81911,5,2,3,0,0
MI,2018,"wyandotte, school district of the city of",82170,299,122,175,1,1
MI,2018,wyoming public schools,41026,252,36,208,8,0
MI,2018,yale public schools,74130,121,45,73,3,0
MI,2018,youth advancement academy,39906,4,0,2,1,1
MI,2018,ypsilanti community schools,81020,273,71,181,21,0
MI,2018,zeeland public schools,70350,388,359,29,0,0
MI,2019,academic and career education academy,56903,6,1,5,0,0
MI,2019,academy for business and technology,82921,31,3,28,0,0
MI,2019,academy of warren,50911,37,13,24,0,0
MI,2019,ace academy (sda),82998,12,0,12,0,0
MI,2019,achieve charter academy,82717,38,24,14,0,0
MI,2019,adams township school district,31020,35,34,1,0,0
MI,2019,addison community schools,46020,60,59,1,0,0
MI,2019,adrian public schools,46010,200,124,74,2,0
MI,2019,advanced technology academy,63914,77,33,43,1,0
MI,2019,agbu alex-marie manoogian school,63901,29,29,0,0,0
MI,2019,airport community schools,58020,176,83,93,0,0
MI,2019,akron-fairgrove schools,79010,26,11,15,0,0
MI,2019,alanson public schools,24030,16,6,10,0,0
MI,2019,alba public schools,5010,10,0,10,0,0
MI,2019,alcona community schools,1010,45,12,31,2,0
MI,2019,algonac community school district,74030,84,18,64,2,0
MI,2019,allegan area educational service agency  - district created from isd,3000,44,23,21,0,0
MI,2019,allegan public schools,3030,155,119,35,1,0
MI,2019,allen park public schools,82020,203,133,70,0,0
MI,2019,allendale public schools,70040,256,139,117,0,0
MI,2019,alma public schools,29010,178,57,121,0,0
MI,2019,almont community schools,44020,120,68,51,1,0
MI,2019,alpena public schools,4010,231,59,170,2,0
MI,2019,alpena-montmorency-alcona esd  - district created from isd,4000,5,4,1,0,0
MI,2019,alternative educational academy of iosco county,35902,8,3,5,0,0
MI,2019,alternative educational academy of ogemaw county,65900,10,3,7,0,0
MI,2019,american international academy,82730,12,0,12,0,0
MI,2019,american montessori academy,82981,33,1,32,0,0
MI,2019,anchor bay school district,50040,336,152,184,0,0
MI,2019,ann arbor learning community,81904,9,0,9,0,0
MI,2019,ann arbor public schools,81010,1470,908,545,17,0
MI,2019,arbor academy,13901,12,1,8,3,0
MI,2019,arbor preparatory high school,81909,44,5,39,0,0
MI,2019,armada area schools,50050,105,51,53,1,0
MI,2019,arts academy in the woods,50905,25,4,20,0,1
MI,2019,arts and technology academy of pontiac,63915,24,5,19,0,0
MI,2019,arvon township school district,7010,2,2,0,0,0
MI,2019,ashley community schools,29020,30,5,22,3,0
MI,2019,athens area schools,13050,36,23,12,1,0
MI,2019,atherton community schools,25130,56,23,33,0,0
MI,2019,atlanta community schools,60010,16,3,13,0,0
MI,2019,au gres-sims school district,6020,41,15,20,6,0
MI,2019,augusta academy,39909,3,0,3,0,0
MI,2019,autrain-onota public schools,2010,7,7,0,0,0
MI,2019,avondale school district,63070,305,156,146,3,0
MI,2019,bad axe public schools,32010,63,28,35,0,0
MI,2019,baldwin community schools,43040,51,15,32,4,0
MI,2019,bangor public schools (van buren),80020,85,33,50,2,0
MI,2019,bangor township s/d #8,80240,2,2,0,0,0
MI,2019,bangor township schools,9030,154,113,41,0,0
MI,2019,baraga area schools,7020,31,15,16,0,0
MI,2019,bark river-harris school district,21090,44,27,16,1,0
MI,2019,barry isd  - district created from isd,8000,9,6,3,0,0
MI,2019,bath community schools,19100,67,33,33,1,0
MI,2019,battle creek area learning center,13904,10,10,0,0,0
MI,2019,battle creek montessori academy,13900,9,0,7,2,0
MI,2019,battle creek public schools,13020,274,76,192,5,1
MI,2019,bay city academy,9903,27,11,15,0,1
MI,2019,bay city school district,9010,449,113,335,1,0
MI,2019,bay-arenac community high school,9901,7,4,3,0,0
MI,2019,bay-arenac isd  - district created from isd,9000,76,32,44,0,0
MI,2019,beal city public schools,37040,74,24,50,0,0
MI,2019,bear lake schools,51020,41,10,31,0,0
MI,2019,beaver island community school,15010,13,10,3,0,0
MI,2019,beaverton rural schools,26010,70,28,42,0,0
MI,2019,bedford public schools,58030,239,113,119,7,0
MI,2019,beecher community school district,25240,42,5,32,5,0
MI,2019,belding area school district,34080,126,36,88,2,0
MI,2019,bellaire public schools,5040,64,13,51,0,0
MI,2019,bellevue community schools,23010,42,8,34,0,0
MI,2019,bendle public schools,25060,73,26,45,2,0
MI,2019,bentley community school district,25230,60,25,33,1,1
MI,2019,benton harbor area schools,11010,83,8,66,8,1
MI,2019,benton harbor charter school academy,11903,27,9,13,4,1
MI,2019,benzie county central schools,10015,115,19,90,6,0
MI,2019,berkley school district,63050,565,399,161,0,5
MI,2019,berlin township s/d #3,34140,1,0,1,0,0
